family,candidate_id,reference_type,cutoff,m,n,selection_eligible,engine_id,failure_cycle,tau,missed,trigger_at_failure_only,lead_time,late_delay,early_burden,late_normalized,early_normalized_uncapped,early_normalized_for_cost,miss_component,late_component,early_component,total_cost,first_trigger_while_healthy,n_cycle_gaps
iforest,iforest_n200_ms_0p5,pooled,0.9,3,5,True,15,202,61.0,False,False,141.0,0.0,111.0,0.0,3.7,1.0,0.0,0.0,1.0,1.0,True,0
iforest,iforest_n200_ms_0p5,pooled,0.9,3,5,True,21,220,155.0,False,False,65.0,0.0,35.0,0.0,1.1666666666666667,1.0,0.0,0.0,1.0,1.0,False,0
iforest,iforest_n200_ms_0p5,pooled,0.9,3,5,True,52,222,167.0,False,False,55.0,0.0,25.0,0.0,0.8333333333333334,0.8333333333333334,0.0,0.0,0.8333333333333334,0.8333333333333334,False,0
iforest,iforest_n200_ms_0p5,pooled,0.9,3,5,True,61,199,120.0,False,False,79.0,0.0,49.0,0.0,1.6333333333333333,1.0,0.0,0.0,1.0,1.0,False,0
iforest,iforest_n200_ms_0p5,pooled,0.9,3,5,True,72,232,159.0,False,False,73.0,0.0,43.0,0.0,1.4333333333333333,1.0,0.0,0.0,1.0,1.0,False,0
iforest,iforest_n200_ms_0p5,pooled,0.9,3,5,True,75,259,200.0,False,False,59.0,0.0,29.0,0.0,0.9666666666666667,0.9666666666666667,0.0,0.0,0.9666666666666667,0.9666666666666667,False,0
iforest,iforest_n200_ms_0p5,pooled,0.9,3,5,True,83,181,121.0,False,False,60.0,0.0,30.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,False,0
iforest,iforest_n200_ms_0p5,pooled,0.9,3,5,True,87,172,107.0,False,False,65.0,0.0,35.0,0.0,1.1666666666666667,1.0,0.0,0.0,1.0,1.0,False,0
iforest,iforest_n200_ms_0p5,pooled,0.9,3,5,True,92,158,15.0,False,False,143.0,0.0,113.0,0.0,3.7666666666666666,1.0,0.0,0.0,1.0,1.0,True,0
iforest,iforest_n200_ms_0p5,pooled,0.9,3,5,True,93,171,133.0,False,False,38.0,0.0,8.0,0.0,0.26666666666666666,0.26666666666666666,0.0,0.0,0.26666666666666666,0.26666666666666666,False,0
iforest,iforest_n200_ms_0p5,pooled,0.9,5,10,True,15,202,63.0,False,False,139.0,0.0,109.0,0.0,3.6333333333333333,1.0,0.0,0.0,1.0,1.0,True,0
iforest,iforest_n200_ms_0p5,pooled,0.9,5,10,True,21,220,158.0,False,False,62.0,0.0,32.0,0.0,1.0666666666666667,1.0,0.0,0.0,1.0,1.0,False,0
iforest,iforest_n200_ms_0p5,pooled,0.9,5,10,True,52,222,168.0,False,False,54.0,0.0,24.0,0.0,0.8,0.8,0.0,0.0,0.8,0.8,False,0
iforest,iforest_n200_ms_0p5,pooled,0.9,5,10,True,61,199,123.0,False,False,76.0,0.0,46.0,0.0,1.5333333333333334,1.0,0.0,0.0,1.0,1.0,False,0
iforest,iforest_n200_ms_0p5,pooled,0.9,5,10,True,72,232,164.0,False,False,68.0,0.0,38.0,0.0,1.2666666666666666,1.0,0.0,0.0,1.0,1.0,False,0
iforest,iforest_n200_ms_0p5,pooled,0.9,5,10,True,75,259,203.0,False,False,56.0,0.0,26.0,0.0,0.8666666666666667,0.8666666666666667,0.0,0.0,0.8666666666666667,0.8666666666666667,False,0
iforest,iforest_n200_ms_0p5,pooled,0.9,5,10,True,83,181,121.0,False,False,60.0,0.0,30.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,False,0
iforest,iforest_n200_ms_0p5,pooled,0.9,5,10,True,87,172,109.0,False,False,63.0,0.0,33.0,0.0,1.1,1.0,0.0,0.0,1.0,1.0,False,0
iforest,iforest_n200_ms_0p5,pooled,0.9,5,10,True,92,158,48.0,False,False,110.0,0.0,80.0,0.0,2.6666666666666665,1.0,0.0,0.0,1.0,1.0,False,0
iforest,iforest_n200_ms_0p5,pooled,0.9,5,10,True,93,171,134.0,False,False,37.0,0.0,7.0,0.0,0.23333333333333334,0.23333333333333334,0.0,0.0,0.23333333333333334,0.23333333333333334,False,0
iforest,iforest_n200_ms_0p5,pooled,0.9,1,1,False,15,202,10.0,False,False,192.0,0.0,162.0,0.0,5.4,1.0,0.0,0.0,1.0,1.0,True,0
iforest,iforest_n200_ms_0p5,pooled,0.9,1,1,False,21,220,130.0,False,False,90.0,0.0,60.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,False,0
iforest,iforest_n200_ms_0p5,pooled,0.9,1,1,False,52,222,155.0,False,False,67.0,0.0,37.0,0.0,1.2333333333333334,1.0,0.0,0.0,1.0,1.0,False,0
iforest,iforest_n200_ms_0p5,pooled,0.9,1,1,False,61,199,116.0,False,False,83.0,0.0,53.0,0.0,1.7666666666666666,1.0,0.0,0.0,1.0,1.0,False,0
iforest,iforest_n200_ms_0p5,pooled,0.9,1,1,False,72,232,150.0,False,False,82.0,0.0,52.0,0.0,1.7333333333333334,1.0,0.0,0.0,1.0,1.0,False,0
iforest,iforest_n200_ms_0p5,pooled,0.9,1,1,False,75,259,43.0,False,False,216.0,0.0,186.0,0.0,6.2,1.0,0.0,0.0,1.0,1.0,True,0
iforest,iforest_n200_ms_0p5,pooled,0.9,1,1,False,83,181,112.0,False,False,69.0,0.0,39.0,0.0,1.3,1.0,0.0,0.0,1.0,1.0,False,0
iforest,iforest_n200_ms_0p5,pooled,0.9,1,1,False,87,172,63.0,False,False,109.0,0.0,79.0,0.0,2.6333333333333333,1.0,0.0,0.0,1.0,1.0,False,0
iforest,iforest_n200_ms_0p5,pooled,0.9,1,1,False,92,158,1.0,False,False,157.0,0.0,127.0,0.0,4.233333333333333,1.0,0.0,0.0,1.0,1.0,True,0
iforest,iforest_n200_ms_0p5,pooled,0.9,1,1,False,93,171,122.0,False,False,49.0,0.0,19.0,0.0,0.6333333333333333,0.6333333333333333,0.0,0.0,0.6333333333333333,0.6333333333333333,False,0
iforest,iforest_n200_ms_0p5,pooled,0.95,2,3,True,15,202,79.0,False,False,123.0,0.0,93.0,0.0,3.1,1.0,0.0,0.0,1.0,1.0,False,0
iforest,iforest_n200_ms_0p5,pooled,0.95,2,3,True,21,220,156.0,False,False,64.0,0.0,34.0,0.0,1.1333333333333333,1.0,0.0,0.0,1.0,1.0,False,0
iforest,iforest_n200_ms_0p5,pooled,0.95,2,3,True,52,222,168.0,False,False,54.0,0.0,24.0,0.0,0.8,0.8,0.0,0.0,0.8,0.8,False,0
iforest,iforest_n200_ms_0p5,pooled,0.95,2,3,True,61,199,128.0,False,False,71.0,0.0,41.0,0.0,1.3666666666666667,1.0,0.0,0.0,1.0,1.0,False,0
iforest,iforest_n200_ms_0p5,pooled,0.95,2,3,True,72,232,169.0,False,False,63.0,0.0,33.0,0.0,1.1,1.0,0.0,0.0,1.0,1.0,False,0
iforest,iforest_n200_ms_0p5,pooled,0.95,2,3,True,75,259,204.0,False,False,55.0,0.0,25.0,0.0,0.8333333333333334,0.8333333333333334,0.0,0.0,0.8333333333333334,0.8333333333333334,False,0
iforest,iforest_n200_ms_0p5,pooled,0.95,2,3,True,83,181,130.0,False,False,51.0,0.0,21.0,0.0,0.7,0.7,0.0,0.0,0.7,0.7,False,0
iforest,iforest_n200_ms_0p5,pooled,0.95,2,3,True,87,172,119.0,False,False,53.0,0.0,23.0,0.0,0.7666666666666667,0.7666666666666667,0.0,0.0,0.7666666666666667,0.7666666666666667,False,0
iforest,iforest_n200_ms_0p5,pooled,0.95,2,3,True,92,158,62.0,False,False,96.0,0.0,66.0,0.0,2.2,1.0,0.0,0.0,1.0,1.0,False,0
iforest,iforest_n200_ms_0p5,pooled,0.95,2,3,True,93,171,134.0,False,False,37.0,0.0,7.0,0.0,0.23333333333333334,0.23333333333333334,0.0,0.0,0.23333333333333334,0.23333333333333334,False,0
iforest,iforest_n200_ms_0p5,pooled,0.95,3,5,True,15,202,81.0,False,False,121.0,0.0,91.0,0.0,3.033333333333333,1.0,0.0,0.0,1.0,1.0,False,0
iforest,iforest_n200_ms_0p5,pooled,0.95,3,5,True,21,220,163.0,False,False,57.0,0.0,27.0,0.0,0.9,0.9,0.0,0.0,0.9,0.9,False,0
iforest,iforest_n200_ms_0p5,pooled,0.95,3,5,True,52,222,168.0,False,False,54.0,0.0,24.0,0.0,0.8,0.8,0.0,0.0,0.8,0.8,False,0
iforest,iforest_n200_ms_0p5,pooled,0.95,3,5,True,61,199,132.0,False,False,67.0,0.0,37.0,0.0,1.2333333333333334,1.0,0.0,0.0,1.0,1.0,False,0
iforest,iforest_n200_ms_0p5,pooled,0.95,3,5,True,72,232,173.0,False,False,59.0,0.0,29.0,0.0,0.9666666666666667,0.9666666666666667,0.0,0.0,0.9666666666666667,0.9666666666666667,False,0
iforest,iforest_n200_ms_0p5,pooled,0.95,3,5,True,75,259,205.0,False,False,54.0,0.0,24.0,0.0,0.8,0.8,0.0,0.0,0.8,0.8,False,0
iforest,iforest_n200_ms_0p5,pooled,0.95,3,5,True,83,181,131.0,False,False,50.0,0.0,20.0,0.0,0.6666666666666666,0.6666666666666666,0.0,0.0,0.6666666666666666,0.6666666666666666,False,0
iforest,iforest_n200_ms_0p5,pooled,0.95,3,5,True,87,172,121.0,False,False,51.0,0.0,21.0,0.0,0.7,0.7,0.0,0.0,0.7,0.7,False,0
iforest,iforest_n200_ms_0p5,pooled,0.95,3,5,True,92,158,84.0,False,False,74.0,0.0,44.0,0.0,1.4666666666666666,1.0,0.0,0.0,1.0,1.0,False,0
iforest,iforest_n200_ms_0p5,pooled,0.95,3,5,True,93,171,136.0,False,False,35.0,0.0,5.0,0.0,0.16666666666666666,0.16666666666666666,0.0,0.0,0.16666666666666666,0.16666666666666666,False,0
iforest,iforest_n200_ms_0p5,pooled,0.95,5,10,True,15,202,102.0,False,False,100.0,0.0,70.0,0.0,2.3333333333333335,1.0,0.0,0.0,1.0,1.0,False,0
iforest,iforest_n200_ms_0p5,pooled,0.95,5,10,True,21,220,163.0,False,False,57.0,0.0,27.0,0.0,0.9,0.9,0.0,0.0,0.9,0.9,False,0
iforest,iforest_n200_ms_0p5,pooled,0.95,5,10,True,52,222,175.0,False,False,47.0,0.0,17.0,0.0,0.5666666666666667,0.5666666666666667,0.0,0.0,0.5666666666666667,0.5666666666666667,False,0
iforest,iforest_n200_ms_0p5,pooled,0.95,5,10,True,61,199,135.0,False,False,64.0,0.0,34.0,0.0,1.1333333333333333,1.0,0.0,0.0,1.0,1.0,False,0
iforest,iforest_n200_ms_0p5,pooled,0.95,5,10,True,72,232,173.0,False,False,59.0,0.0,29.0,0.0,0.9666666666666667,0.9666666666666667,0.0,0.0,0.9666666666666667,0.9666666666666667,False,0
iforest,iforest_n200_ms_0p5,pooled,0.95,5,10,True,75,259,205.0,False,False,54.0,0.0,24.0,0.0,0.8,0.8,0.0,0.0,0.8,0.8,False,0
iforest,iforest_n200_ms_0p5,pooled,0.95,5,10,True,83,181,133.0,False,False,48.0,0.0,18.0,0.0,0.6,0.6,0.0,0.0,0.6,0.6,False,0
iforest,iforest_n200_ms_0p5,pooled,0.95,5,10,True,87,172,123.0,False,False,49.0,0.0,19.0,0.0,0.6333333333333333,0.6333333333333333,0.0,0.0,0.6333333333333333,0.6333333333333333,False,0
iforest,iforest_n200_ms_0p5,pooled,0.95,5,10,True,92,158,88.0,False,False,70.0,0.0,40.0,0.0,1.3333333333333333,1.0,0.0,0.0,1.0,1.0,False,0
iforest,iforest_n200_ms_0p5,pooled,0.95,5,10,True,93,171,137.0,False,False,34.0,0.0,4.0,0.0,0.13333333333333333,0.13333333333333333,0.0,0.0,0.13333333333333333,0.13333333333333333,False,0
iforest,iforest_n200_ms_0p5,pooled,0.95,1,1,False,15,202,25.0,False,False,177.0,0.0,147.0,0.0,4.9,1.0,0.0,0.0,1.0,1.0,True,0
iforest,iforest_n200_ms_0p5,pooled,0.95,1,1,False,21,220,154.0,False,False,66.0,0.0,36.0,0.0,1.2,1.0,0.0,0.0,1.0,1.0,False,0
iforest,iforest_n200_ms_0p5,pooled,0.95,1,1,False,52,222,164.0,False,False,58.0,0.0,28.0,0.0,0.9333333333333333,0.9333333333333333,0.0,0.0,0.9333333333333333,0.9333333333333333,False,0
iforest,iforest_n200_ms_0p5,pooled,0.95,1,1,False,61,199,126.0,False,False,73.0,0.0,43.0,0.0,1.4333333333333333,1.0,0.0,0.0,1.0,1.0,False,0
iforest,iforest_n200_ms_0p5,pooled,0.95,1,1,False,72,232,164.0,False,False,68.0,0.0,38.0,0.0,1.2666666666666666,1.0,0.0,0.0,1.0,1.0,False,0
iforest,iforest_n200_ms_0p5,pooled,0.95,1,1,False,75,259,49.0,False,False,210.0,0.0,180.0,0.0,6.0,1.0,0.0,0.0,1.0,1.0,True,0
iforest,iforest_n200_ms_0p5,pooled,0.95,1,1,False,83,181,117.0,False,False,64.0,0.0,34.0,0.0,1.1333333333333333,1.0,0.0,0.0,1.0,1.0,False,0
iforest,iforest_n200_ms_0p5,pooled,0.95,1,1,False,87,172,104.0,False,False,68.0,0.0,38.0,0.0,1.2666666666666666,1.0,0.0,0.0,1.0,1.0,False,0
iforest,iforest_n200_ms_0p5,pooled,0.95,1,1,False,92,158,12.0,False,False,146.0,0.0,116.0,0.0,3.8666666666666667,1.0,0.0,0.0,1.0,1.0,True,0
iforest,iforest_n200_ms_0p5,pooled,0.95,1,1,False,93,171,129.0,False,False,42.0,0.0,12.0,0.0,0.4,0.4,0.0,0.0,0.4,0.4,False,0
iforest,iforest_n200_ms_0p5,pooled,0.975,2,3,True,15,202,100.0,False,False,102.0,0.0,72.0,0.0,2.4,1.0,0.0,0.0,1.0,1.0,False,0
iforest,iforest_n200_ms_0p5,pooled,0.975,2,3,True,21,220,168.0,False,False,52.0,0.0,22.0,0.0,0.7333333333333333,0.7333333333333333,0.0,0.0,0.7333333333333333,0.7333333333333333,False,0
iforest,iforest_n200_ms_0p5,pooled,0.975,2,3,True,52,222,169.0,False,False,53.0,0.0,23.0,0.0,0.7666666666666667,0.7666666666666667,0.0,0.0,0.7666666666666667,0.7666666666666667,False,0
iforest,iforest_n200_ms_0p5,pooled,0.975,2,3,True,61,199,132.0,False,False,67.0,0.0,37.0,0.0,1.2333333333333334,1.0,0.0,0.0,1.0,1.0,False,0
iforest,iforest_n200_ms_0p5,pooled,0.975,2,3,True,72,232,173.0,False,False,59.0,0.0,29.0,0.0,0.9666666666666667,0.9666666666666667,0.0,0.0,0.9666666666666667,0.9666666666666667,False,0
iforest,iforest_n200_ms_0p5,pooled,0.975,2,3,True,75,259,204.0,False,False,55.0,0.0,25.0,0.0,0.8333333333333334,0.8333333333333334,0.0,0.0,0.8333333333333334,0.8333333333333334,False,0
iforest,iforest_n200_ms_0p5,pooled,0.975,2,3,True,83,181,136.0,False,False,45.0,0.0,15.0,0.0,0.5,0.5,0.0,0.0,0.5,0.5,False,0
iforest,iforest_n200_ms_0p5,pooled,0.975,2,3,True,87,172,130.0,False,False,42.0,0.0,12.0,0.0,0.4,0.4,0.0,0.0,0.4,0.4,False,0
iforest,iforest_n200_ms_0p5,pooled,0.975,2,3,True,92,158,94.0,False,False,64.0,0.0,34.0,0.0,1.1333333333333333,1.0,0.0,0.0,1.0,1.0,False,0
iforest,iforest_n200_ms_0p5,pooled,0.975,2,3,True,93,171,145.0,False,False,26.0,4.0,0.0,0.13333333333333333,0.0,0.0,0.0,0.6666666666666666,0.0,0.6666666666666666,False,0
iforest,iforest_n200_ms_0p5,pooled,0.975,3,5,True,15,202,102.0,False,False,100.0,0.0,70.0,0.0,2.3333333333333335,1.0,0.0,0.0,1.0,1.0,False,0
iforest,iforest_n200_ms_0p5,pooled,0.975,3,5,True,21,220,169.0,False,False,51.0,0.0,21.0,0.0,0.7,0.7,0.0,0.0,0.7,0.7,False,0
iforest,iforest_n200_ms_0p5,pooled,0.975,3,5,True,52,222,178.0,False,False,44.0,0.0,14.0,0.0,0.4666666666666667,0.4666666666666667,0.0,0.0,0.4666666666666667,0.4666666666666667,False,0
iforest,iforest_n200_ms_0p5,pooled,0.975,3,5,True,61,199,135.0,False,False,64.0,0.0,34.0,0.0,1.1333333333333333,1.0,0.0,0.0,1.0,1.0,False,0
iforest,iforest_n200_ms_0p5,pooled,0.975,3,5,True,72,232,173.0,False,False,59.0,0.0,29.0,0.0,0.9666666666666667,0.9666666666666667,0.0,0.0,0.9666666666666667,0.9666666666666667,False,0
iforest,iforest_n200_ms_0p5,pooled,0.975,3,5,True,75,259,205.0,False,False,54.0,0.0,24.0,0.0,0.8,0.8,0.0,0.0,0.8,0.8,False,0
iforest,iforest_n200_ms_0p5,pooled,0.975,3,5,True,83,181,138.0,False,False,43.0,0.0,13.0,0.0,0.43333333333333335,0.43333333333333335,0.0,0.0,0.43333333333333335,0.43333333333333335,False,0
iforest,iforest_n200_ms_0p5,pooled,0.975,3,5,True,87,172,130.0,False,False,42.0,0.0,12.0,0.0,0.4,0.4,0.0,0.0,0.4,0.4,False,0
iforest,iforest_n200_ms_0p5,pooled,0.975,3,5,True,92,158,95.0,False,False,63.0,0.0,33.0,0.0,1.1,1.0,0.0,0.0,1.0,1.0,False,0
iforest,iforest_n200_ms_0p5,pooled,0.975,3,5,True,93,171,146.0,False,False,25.0,5.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.8333333333333333,0.0,0.8333333333333333,False,0
iforest,iforest_n200_ms_0p5,pooled,0.975,5,10,True,15,202,122.0,False,False,80.0,0.0,50.0,0.0,1.6666666666666667,1.0,0.0,0.0,1.0,1.0,False,0
iforest,iforest_n200_ms_0p5,pooled,0.975,5,10,True,21,220,170.0,False,False,50.0,0.0,20.0,0.0,0.6666666666666666,0.6666666666666666,0.0,0.0,0.6666666666666666,0.6666666666666666,False,0
iforest,iforest_n200_ms_0p5,pooled,0.975,5,10,True,52,222,180.0,False,False,42.0,0.0,12.0,0.0,0.4,0.4,0.0,0.0,0.4,0.4,False,0
iforest,iforest_n200_ms_0p5,pooled,0.975,5,10,True,61,199,144.0,False,False,55.0,0.0,25.0,0.0,0.8333333333333334,0.8333333333333334,0.0,0.0,0.8333333333333334,0.8333333333333334,False,0
iforest,iforest_n200_ms_0p5,pooled,0.975,5,10,True,72,232,175.0,False,False,57.0,0.0,27.0,0.0,0.9,0.9,0.0,0.0,0.9,0.9,False,0
iforest,iforest_n200_ms_0p5,pooled,0.975,5,10,True,75,259,209.0,False,False,50.0,0.0,20.0,0.0,0.6666666666666666,0.6666666666666666,0.0,0.0,0.6666666666666666,0.6666666666666666,False,0
iforest,iforest_n200_ms_0p5,pooled,0.975,5,10,True,83,181,139.0,False,False,42.0,0.0,12.0,0.0,0.4,0.4,0.0,0.0,0.4,0.4,False,0
iforest,iforest_n200_ms_0p5,pooled,0.975,5,10,True,87,172,133.0,False,False,39.0,0.0,9.0,0.0,0.3,0.3,0.0,0.0,0.3,0.3,False,0
iforest,iforest_n200_ms_0p5,pooled,0.975,5,10,True,92,158,98.0,False,False,60.0,0.0,30.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,False,0
iforest,iforest_n200_ms_0p5,pooled,0.975,5,10,True,93,171,147.0,False,False,24.0,6.0,0.0,0.2,0.0,0.0,0.0,1.0,0.0,1.0,False,0
iforest,iforest_n200_ms_0p5,pooled,0.975,1,1,False,15,202,81.0,False,False,121.0,0.0,91.0,0.0,3.033333333333333,1.0,0.0,0.0,1.0,1.0,False,0
iforest,iforest_n200_ms_0p5,pooled,0.975,1,1,False,21,220,162.0,False,False,58.0,0.0,28.0,0.0,0.9333333333333333,0.9333333333333333,0.0,0.0,0.9333333333333333,0.9333333333333333,False,0
iforest,iforest_n200_ms_0p5,pooled,0.975,1,1,False,52,222,168.0,False,False,54.0,0.0,24.0,0.0,0.8,0.8,0.0,0.0,0.8,0.8,False,0
iforest,iforest_n200_ms_0p5,pooled,0.975,1,1,False,61,199,126.0,False,False,73.0,0.0,43.0,0.0,1.4333333333333333,1.0,0.0,0.0,1.0,1.0,False,0
iforest,iforest_n200_ms_0p5,pooled,0.975,1,1,False,72,232,164.0,False,False,68.0,0.0,38.0,0.0,1.2666666666666666,1.0,0.0,0.0,1.0,1.0,False,0
iforest,iforest_n200_ms_0p5,pooled,0.975,1,1,False,75,259,49.0,False,False,210.0,0.0,180.0,0.0,6.0,1.0,0.0,0.0,1.0,1.0,True,0
iforest,iforest_n200_ms_0p5,pooled,0.975,1,1,False,83,181,117.0,False,False,64.0,0.0,34.0,0.0,1.1333333333333333,1.0,0.0,0.0,1.0,1.0,False,0
iforest,iforest_n200_ms_0p5,pooled,0.975,1,1,False,87,172,118.0,False,False,54.0,0.0,24.0,0.0,0.8,0.8,0.0,0.0,0.8,0.8,False,0
iforest,iforest_n200_ms_0p5,pooled,0.975,1,1,False,92,158,62.0,False,False,96.0,0.0,66.0,0.0,2.2,1.0,0.0,0.0,1.0,1.0,False,0
iforest,iforest_n200_ms_0p5,pooled,0.975,1,1,False,93,171,134.0,False,False,37.0,0.0,7.0,0.0,0.23333333333333334,0.23333333333333334,0.0,0.0,0.23333333333333334,0.23333333333333334,False,0
iforest,iforest_n200_ms_0p5,pooled,0.99,2,3,True,15,202,123.0,False,False,79.0,0.0,49.0,0.0,1.6333333333333333,1.0,0.0,0.0,1.0,1.0,False,0
iforest,iforest_n200_ms_0p5,pooled,0.99,2,3,True,21,220,169.0,False,False,51.0,0.0,21.0,0.0,0.7,0.7,0.0,0.0,0.7,0.7,False,0
iforest,iforest_n200_ms_0p5,pooled,0.99,2,3,True,52,222,187.0,False,False,35.0,0.0,5.0,0.0,0.16666666666666666,0.16666666666666666,0.0,0.0,0.16666666666666666,0.16666666666666666,False,0
iforest,iforest_n200_ms_0p5,pooled,0.99,2,3,True,61,199,143.0,False,False,56.0,0.0,26.0,0.0,0.8666666666666667,0.8666666666666667,0.0,0.0,0.8666666666666667,0.8666666666666667,False,0
iforest,iforest_n200_ms_0p5,pooled,0.99,2,3,True,72,232,176.0,False,False,56.0,0.0,26.0,0.0,0.8666666666666667,0.8666666666666667,0.0,0.0,0.8666666666666667,0.8666666666666667,False,0
iforest,iforest_n200_ms_0p5,pooled,0.99,2,3,True,75,259,206.0,False,False,53.0,0.0,23.0,0.0,0.7666666666666667,0.7666666666666667,0.0,0.0,0.7666666666666667,0.7666666666666667,False,0
iforest,iforest_n200_ms_0p5,pooled,0.99,2,3,True,83,181,140.0,False,False,41.0,0.0,11.0,0.0,0.36666666666666664,0.36666666666666664,0.0,0.0,0.36666666666666664,0.36666666666666664,False,0
iforest,iforest_n200_ms_0p5,pooled,0.99,2,3,True,87,172,132.0,False,False,40.0,0.0,10.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,0.3333333333333333,False,0
iforest,iforest_n200_ms_0p5,pooled,0.99,2,3,True,92,158,111.0,False,False,47.0,0.0,17.0,0.0,0.5666666666666667,0.5666666666666667,0.0,0.0,0.5666666666666667,0.5666666666666667,False,0
iforest,iforest_n200_ms_0p5,pooled,0.99,2,3,True,93,171,146.0,False,False,25.0,5.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.8333333333333333,0.0,0.8333333333333333,False,0
iforest,iforest_n200_ms_0p5,pooled,0.99,3,5,True,15,202,126.0,False,False,76.0,0.0,46.0,0.0,1.5333333333333334,1.0,0.0,0.0,1.0,1.0,False,0
iforest,iforest_n200_ms_0p5,pooled,0.99,3,5,True,21,220,170.0,False,False,50.0,0.0,20.0,0.0,0.6666666666666666,0.6666666666666666,0.0,0.0,0.6666666666666666,0.6666666666666666,False,0
iforest,iforest_n200_ms_0p5,pooled,0.99,3,5,True,52,222,189.0,False,False,33.0,0.0,3.0,0.0,0.1,0.1,0.0,0.0,0.1,0.1,False,0
iforest,iforest_n200_ms_0p5,pooled,0.99,3,5,True,61,199,145.0,False,False,54.0,0.0,24.0,0.0,0.8,0.8,0.0,0.0,0.8,0.8,False,0
iforest,iforest_n200_ms_0p5,pooled,0.99,3,5,True,72,232,183.0,False,False,49.0,0.0,19.0,0.0,0.6333333333333333,0.6333333333333333,0.0,0.0,0.6333333333333333,0.6333333333333333,False,0
iforest,iforest_n200_ms_0p5,pooled,0.99,3,5,True,75,259,215.0,False,False,44.0,0.0,14.0,0.0,0.4666666666666667,0.4666666666666667,0.0,0.0,0.4666666666666667,0.4666666666666667,False,0
iforest,iforest_n200_ms_0p5,pooled,0.99,3,5,True,83,181,140.0,False,False,41.0,0.0,11.0,0.0,0.36666666666666664,0.36666666666666664,0.0,0.0,0.36666666666666664,0.36666666666666664,False,0
iforest,iforest_n200_ms_0p5,pooled,0.99,3,5,True,87,172,134.0,False,False,38.0,0.0,8.0,0.0,0.26666666666666666,0.26666666666666666,0.0,0.0,0.26666666666666666,0.26666666666666666,False,0
iforest,iforest_n200_ms_0p5,pooled,0.99,3,5,True,92,158,113.0,False,False,45.0,0.0,15.0,0.0,0.5,0.5,0.0,0.0,0.5,0.5,False,0
iforest,iforest_n200_ms_0p5,pooled,0.99,3,5,True,93,171,147.0,False,False,24.0,6.0,0.0,0.2,0.0,0.0,0.0,1.0,0.0,1.0,False,0
iforest,iforest_n200_ms_0p5,pooled,0.99,5,10,True,15,202,129.0,False,False,73.0,0.0,43.0,0.0,1.4333333333333333,1.0,0.0,0.0,1.0,1.0,False,0
iforest,iforest_n200_ms_0p5,pooled,0.99,5,10,True,21,220,173.0,False,False,47.0,0.0,17.0,0.0,0.5666666666666667,0.5666666666666667,0.0,0.0,0.5666666666666667,0.5666666666666667,False,0
