engine_role,engine_id,cycle,horizon,label,probability,threshold,row_alert
low_cost,71,51,10,0,9.804778003195368e-12,0.11340399728926802,0
low_cost,71,52,10,0,1.816791030608928e-11,0.11340399728926802,0
low_cost,71,53,10,0,1.032731991228928e-11,0.11340399728926802,0
low_cost,71,54,10,0,7.213323224953194e-12,0.11340399728926802,0
low_cost,71,55,10,0,1.3055408030236959e-11,0.11340399728926802,0
low_cost,71,56,10,0,9.868880398039809e-12,0.11340399728926802,0
low_cost,71,57,10,0,1.3437944544541366e-11,0.11340399728926802,0
low_cost,71,58,10,0,6.0423703416932964e-12,0.11340399728926802,0
low_cost,71,59,10,0,7.75637957368447e-12,0.11340399728926802,0
low_cost,71,60,10,0,8.317618981531066e-12,0.11340399728926802,0
low_cost,71,61,10,0,3.5243784394628623e-12,0.11340399728926802,0
low_cost,71,62,10,0,3.477710231106677e-12,0.11340399728926802,0
low_cost,71,63,10,0,4.446240230728445e-12,0.11340399728926802,0
low_cost,71,64,10,0,2.8784842120783977e-12,0.11340399728926802,0
low_cost,71,65,10,0,6.3177201249364835e-12,0.11340399728926802,0
low_cost,71,66,10,0,5.503845374397387e-12,0.11340399728926802,0
low_cost,71,67,10,0,4.241157636189612e-12,0.11340399728926802,0
low_cost,71,68,10,0,3.5839255575376093e-12,0.11340399728926802,0
low_cost,71,69,10,0,6.7738198114173714e-12,0.11340399728926802,0
low_cost,71,70,10,0,1.8705213014210227e-12,0.11340399728926802,0
low_cost,71,71,10,0,3.374176371280624e-12,0.11340399728926802,0
low_cost,71,72,10,0,7.599779765259129e-12,0.11340399728926802,0
low_cost,71,73,10,0,6.207086470905105e-12,0.11340399728926802,0
low_cost,71,74,10,0,6.5403837796838555e-12,0.11340399728926802,0
low_cost,71,75,10,0,6.946572322244067e-12,0.11340399728926802,0
low_cost,71,76,10,0,1.146163218041779e-11,0.11340399728926802,0
low_cost,71,77,10,0,4.810904546666511e-12,0.11340399728926802,0
low_cost,71,78,10,0,6.576839487497525e-12,0.11340399728926802,0
low_cost,71,79,10,0,9.45905627364125e-12,0.11340399728926802,0
low_cost,71,80,10,0,1.1905456520344396e-11,0.11340399728926802,0
low_cost,71,81,10,0,1.963429726777781e-11,0.11340399728926802,0
low_cost,71,82,10,0,1.8275438385523884e-11,0.11340399728926802,0
low_cost,71,83,10,0,2.912737834820259e-11,0.11340399728926802,0
low_cost,71,84,10,0,4.0577978886196976e-11,0.11340399728926802,0
low_cost,71,85,10,0,5.951131201492617e-11,0.11340399728926802,0
low_cost,71,86,10,0,4.493209748275786e-11,0.11340399728926802,0
low_cost,71,87,10,0,1.714320684475831e-11,0.11340399728926802,0
low_cost,71,88,10,0,1.6925415486110006e-11,0.11340399728926802,0
low_cost,71,89,10,0,1.8912298736830092e-11,0.11340399728926802,0
low_cost,71,90,10,0,1.3850912995341814e-11,0.11340399728926802,0
low_cost,71,91,10,0,2.9028448177466034e-11,0.11340399728926802,0
low_cost,71,92,10,0,2.487340632297804e-11,0.11340399728926802,0
low_cost,71,93,10,0,6.145029087483647e-11,0.11340399728926802,0
low_cost,71,94,10,0,1.854509333782516e-11,0.11340399728926802,0
low_cost,71,95,10,0,1.2849836089784245e-11,0.11340399728926802,0
low_cost,71,96,10,0,1.4956267877554677e-11,0.11340399728926802,0
low_cost,71,97,10,0,1.4429228394827474e-11,0.11340399728926802,0
low_cost,71,98,10,0,1.5252571339471763e-11,0.11340399728926802,0
low_cost,71,99,10,0,1.3504296775132606e-11,0.11340399728926802,0
low_cost,71,100,10,0,6.707533831653022e-12,0.11340399728926802,0
low_cost,71,101,10,0,9.759154956109064e-12,0.11340399728926802,0
low_cost,71,102,10,0,8.25699079661306e-12,0.11340399728926802,0
low_cost,71,103,10,0,1.1888772148104234e-11,0.11340399728926802,0
low_cost,71,104,10,0,9.665561565591174e-12,0.11340399728926802,0
low_cost,71,105,10,0,1.3895857784882837e-11,0.11340399728926802,0
low_cost,71,106,10,0,9.987048071651641e-12,0.11340399728926802,0
low_cost,71,107,10,0,2.2755111746369502e-11,0.11340399728926802,0
low_cost,71,108,10,0,1.3422232622726135e-11,0.11340399728926802,0
low_cost,71,109,10,0,8.871219437221254e-12,0.11340399728926802,0
low_cost,71,110,10,0,1.2987159295888053e-11,0.11340399728926802,0
low_cost,71,111,10,0,1.0197170103864803e-11,0.11340399728926802,0
low_cost,71,112,10,0,7.770079094290376e-12,0.11340399728926802,0
low_cost,71,113,10,0,9.759500639304272e-12,0.11340399728926802,0
low_cost,71,114,10,0,8.846408393468425e-12,0.11340399728926802,0
low_cost,71,115,10,0,1.2102839027866241e-11,0.11340399728926802,0
low_cost,71,116,10,0,1.179412896211096e-11,0.11340399728926802,0
low_cost,71,117,10,0,1.0189857031483246e-11,0.11340399728926802,0
low_cost,71,118,10,0,1.516962429354304e-11,0.11340399728926802,0
low_cost,71,119,10,0,2.1315333024069978e-11,0.11340399728926802,0
low_cost,71,120,10,0,1.5531565922378146e-11,0.11340399728926802,0
low_cost,71,121,10,0,5.6242392112119746e-11,0.11340399728926802,0
low_cost,71,122,10,0,4.447350534200216e-11,0.11340399728926802,0
low_cost,71,123,10,0,1.1942998500438225e-10,0.11340399728926802,0
low_cost,71,124,10,0,1.3116335242043914e-10,0.11340399728926802,0
low_cost,71,125,10,0,1.6072266409753982e-10,0.11340399728926802,0
low_cost,71,126,10,0,2.256317142301976e-10,0.11340399728926802,0
low_cost,71,127,10,0,4.302196227377443e-10,0.11340399728926802,0
low_cost,71,128,10,0,7.727537894031532e-10,0.11340399728926802,0
low_cost,71,129,10,0,4.099396149499842e-10,0.11340399728926802,0
low_cost,71,130,10,0,2.2426194311956123e-10,0.11340399728926802,0
low_cost,71,131,10,0,2.0533841931092973e-10,0.11340399728926802,0
low_cost,71,132,10,0,3.0478407197305054e-10,0.11340399728926802,0
low_cost,71,133,10,0,1.967633358925078e-09,0.11340399728926802,0
low_cost,71,134,10,0,1.5684093457410083e-09,0.11340399728926802,0
low_cost,71,135,10,0,2.467308964278313e-09,0.11340399728926802,0
low_cost,71,136,10,0,2.526095136165342e-09,0.11340399728926802,0
low_cost,71,137,10,0,2.9299775139476187e-09,0.11340399728926802,0
low_cost,71,138,10,0,5.67723805165477e-09,0.11340399728926802,0
low_cost,71,139,10,0,3.909875511332406e-09,0.11340399728926802,0
low_cost,71,140,10,0,2.546664850167721e-09,0.11340399728926802,0
low_cost,71,141,10,0,6.02634706142832e-09,0.11340399728926802,0
low_cost,71,142,10,0,2.444354114532951e-09,0.11340399728926802,0
low_cost,71,143,10,0,1.7531648323642728e-08,0.11340399728926802,0
low_cost,71,144,10,0,1.0021274106481158e-08,0.11340399728926802,0
low_cost,71,145,10,0,8.596523075746033e-09,0.11340399728926802,0
low_cost,71,146,10,0,1.6626150161388322e-08,0.11340399728926802,0
low_cost,71,147,10,0,4.306383179828975e-08,0.11340399728926802,0
low_cost,71,148,10,0,4.463089332440968e-08,0.11340399728926802,0
low_cost,71,149,10,0,2.440412205712718e-08,0.11340399728926802,0
low_cost,71,150,10,0,2.1409887099223204e-08,0.11340399728926802,0
low_cost,71,151,10,0,2.4024802158337872e-08,0.11340399728926802,0
low_cost,71,152,10,0,6.138261387411749e-08,0.11340399728926802,0
low_cost,71,153,10,0,5.298853842041723e-08,0.11340399728926802,0
low_cost,71,154,10,0,5.8718059313239844e-08,0.11340399728926802,0
low_cost,71,155,10,0,1.6635768240471377e-07,0.11340399728926802,0
low_cost,71,156,10,0,8.400738129526414e-08,0.11340399728926802,0
low_cost,71,157,10,0,4.587327821916144e-08,0.11340399728926802,0
low_cost,71,158,10,0,9.842729827533926e-08,0.11340399728926802,0
low_cost,71,159,10,0,9.749332992267269e-08,0.11340399728926802,0
low_cost,71,160,10,0,6.989764816355583e-07,0.11340399728926802,0
low_cost,71,161,10,0,3.1632423031037517e-07,0.11340399728926802,0
low_cost,71,162,10,0,2.0348054295407708e-07,0.11340399728926802,0
low_cost,71,163,10,0,5.19494446732717e-07,0.11340399728926802,0
low_cost,71,164,10,0,1.555633373975961e-07,0.11340399728926802,0
low_cost,71,165,10,0,4.3292961010696397e-07,0.11340399728926802,0
low_cost,71,166,10,0,5.805802733917898e-07,0.11340399728926802,0
low_cost,71,167,10,0,9.181873996947001e-07,0.11340399728926802,0
low_cost,71,168,10,0,1.2908669362789471e-06,0.11340399728926802,0
low_cost,71,169,10,0,9.486993526333162e-07,0.11340399728926802,0
low_cost,71,170,10,0,8.67354979316768e-07,0.11340399728926802,0
low_cost,71,171,10,0,2.201655067026129e-06,0.11340399728926802,0
low_cost,71,172,10,0,1.4056681539371157e-06,0.11340399728926802,0
low_cost,71,173,10,0,6.012830230172845e-06,0.11340399728926802,0
low_cost,71,174,10,0,3.681112034211314e-06,0.11340399728926802,0
low_cost,71,175,10,0,9.779404859784035e-06,0.11340399728926802,0
low_cost,71,176,10,0,1.3124330407187709e-05,0.11340399728926802,0
low_cost,71,177,10,0,2.0167543348274632e-05,0.11340399728926802,0
low_cost,71,178,10,0,2.808081866692361e-05,0.11340399728926802,0
low_cost,71,179,10,0,3.589939190563842e-05,0.11340399728926802,0
low_cost,71,180,10,0,0.00020903593099611575,0.11340399728926802,0
low_cost,71,181,10,0,0.00010416906908149129,0.11340399728926802,0
low_cost,71,182,10,0,0.0002956151448006948,0.11340399728926802,0
low_cost,71,183,10,0,0.000489196771390717,0.11340399728926802,0
low_cost,71,184,10,0,0.00022434327282215007,0.11340399728926802,0
low_cost,71,185,10,0,0.0004751045354931168,0.11340399728926802,0
low_cost,71,186,10,0,0.0003707818713083297,0.11340399728926802,0
low_cost,71,187,10,0,0.000491640030305969,0.11340399728926802,0
low_cost,71,188,10,0,0.003262033657219721,0.11340399728926802,0
low_cost,71,189,10,0,0.0026384152536297572,0.11340399728926802,0
low_cost,71,190,10,0,0.003072703060926046,0.11340399728926802,0
low_cost,71,191,10,0,0.02866199052023132,0.11340399728926802,0
low_cost,71,192,10,0,0.018252171232961557,0.11340399728926802,0
low_cost,71,193,10,0,0.011931339487581941,0.11340399728926802,0
low_cost,71,194,10,0,0.01710573732822015,0.11340399728926802,0
low_cost,71,195,10,0,0.027616658126780824,0.11340399728926802,0
low_cost,71,196,10,0,0.15350123584318187,0.11340399728926802,1
low_cost,71,197,10,0,0.11763386547320266,0.11340399728926802,1
low_cost,71,198,10,1,0.14112895340918696,0.11340399728926802,1
low_cost,71,199,10,1,0.3448708234818497,0.11340399728926802,1
low_cost,71,200,10,1,0.5043078485353117,0.11340399728926802,1
low_cost,71,201,10,1,0.7882444131659185,0.11340399728926802,1
low_cost,71,202,10,1,0.8268485639590645,0.11340399728926802,1
low_cost,71,203,10,1,0.9533546222957815,0.11340399728926802,1
low_cost,71,204,10,1,0.9481003898488894,0.11340399728926802,1
low_cost,71,205,10,1,0.9604586028314585,0.11340399728926802,1
low_cost,71,206,10,1,0.9935719896635132,0.11340399728926802,1
low_cost,71,207,10,1,0.9981117342120105,0.11340399728926802,1
low_cost,71,208,10,1,0.9996288511353555,0.11340399728926802,1
low_cost,71,1,20,0,3.4712918344128163e-19,0.22290462955112206,0
low_cost,71,2,20,0,0.870945455397373,0.22290462955112206,1
low_cost,71,3,20,0,8.027830806200544e-10,0.22290462955112206,0
low_cost,71,4,20,0,1.8877799937712058e-09,0.22290462955112206,0
low_cost,71,5,20,0,4.8304844915983e-13,0.22290462955112206,0
low_cost,71,6,20,0,4.566146123207874e-12,0.22290462955112206,0
low_cost,71,7,20,0,1.5546467273392993e-11,0.22290462955112206,0
low_cost,71,8,20,0,3.009637689544483e-10,0.22290462955112206,0
low_cost,71,9,20,0,5.0285896577482617e-11,0.22290462955112206,0
low_cost,71,10,20,0,5.63918170682492e-10,0.22290462955112206,0
low_cost,71,11,20,0,2.3931011791673387e-09,0.22290462955112206,0
low_cost,71,12,20,0,1.1938928175675406e-08,0.22290462955112206,0
low_cost,71,13,20,0,1.268976110351716e-08,0.22290462955112206,0
low_cost,71,14,20,0,1.3504187577216589e-08,0.22290462955112206,0
low_cost,71,15,20,0,1.4925795794613154e-08,0.22290462955112206,0
low_cost,71,16,20,0,3.866325174478558e-09,0.22290462955112206,0
low_cost,71,17,20,0,2.332894225695028e-08,0.22290462955112206,0
low_cost,71,18,20,0,4.227184756922961e-08,0.22290462955112206,0
low_cost,71,19,20,0,6.387143513662321e-09,0.22290462955112206,0
low_cost,71,20,20,0,1.6029255118262556e-09,0.22290462955112206,0
low_cost,71,21,20,0,2.856342419922666e-09,0.22290462955112206,0
low_cost,71,22,20,0,3.444048218261117e-09,0.22290462955112206,0
low_cost,71,23,20,0,5.176845897384124e-09,0.22290462955112206,0
low_cost,71,24,20,0,1.3681126632406997e-08,0.22290462955112206,0
low_cost,71,25,20,0,1.825858185770862e-08,0.22290462955112206,0
low_cost,71,26,20,0,3.161494761558398e-08,0.22290462955112206,0
low_cost,71,27,20,0,2.168350754744246e-08,0.22290462955112206,0
low_cost,71,28,20,0,1.1911134945266093e-07,0.22290462955112206,0
low_cost,71,29,20,0,9.378665609653772e-08,0.22290462955112206,0
low_cost,71,30,20,0,2.6089708213126404e-08,0.22290462955112206,0
low_cost,71,31,20,0,5.716814771649115e-08,0.22290462955112206,0
low_cost,71,32,20,0,4.06233563721329e-07,0.22290462955112206,0
low_cost,71,33,20,0,7.737427021275542e-08,0.22290462955112206,0
low_cost,71,34,20,0,5.345990070690737e-08,0.22290462955112206,0
low_cost,71,35,20,0,4.9589893365172796e-08,0.22290462955112206,0
low_cost,71,36,20,0,3.208021528304566e-08,0.22290462955112206,0
low_cost,71,37,20,0,3.152351401903062e-08,0.22290462955112206,0
low_cost,71,38,20,0,2.4587346239776467e-08,0.22290462955112206,0
low_cost,71,39,20,0,8.780210143653562e-09,0.22290462955112206,0
low_cost,71,40,20,0,3.145729469202203e-08,0.22290462955112206,0
low_cost,71,41,20,0,4.032735007626517e-08,0.22290462955112206,0
low_cost,71,42,20,0,4.256107078882736e-08,0.22290462955112206,0
low_cost,71,43,20,0,2.6419646892783222e-08,0.22290462955112206,0
low_cost,71,44,20,0,1.1181094263427867e-08,0.22290462955112206,0
low_cost,71,45,20,0,1.7847689247192903e-08,0.22290462955112206,0
low_cost,71,46,20,0,8.921636342937386e-09,0.22290462955112206,0
low_cost,71,47,20,0,7.554895922644487e-09,0.22290462955112206,0
low_cost,71,48,20,0,1.1258127672949361e-08,0.22290462955112206,0
low_cost,71,49,20,0,1.606929318026166e-08,0.22290462955112206,0
low_cost,71,50,20,0,1.7960724288798864e-08,0.22290462955112206,0
low_cost,71,51,20,0,2.322615276324962e-08,0.22290462955112206,0
low_cost,71,52,20,0,6.840300565650437e-08,0.22290462955112206,0
low_cost,71,53,20,0,7.387376760150012e-08,0.22290462955112206,0
low_cost,71,54,20,0,2.5475969559739878e-08,0.22290462955112206,0
low_cost,71,55,20,0,5.358536861567899e-08,0.22290462955112206,0
low_cost,71,56,20,0,4.5463498360268723e-08,0.22290462955112206,0
low_cost,71,57,20,0,3.7386349428027364e-08,0.22290462955112206,0
low_cost,71,58,20,0,3.3540833577343724e-08,0.22290462955112206,0
low_cost,71,59,20,0,2.155541230448572e-08,0.22290462955112206,0
low_cost,71,60,20,0,4.166384693278942e-08,0.22290462955112206,0
low_cost,71,61,20,0,1.2976084119482443e-08,0.22290462955112206,0
low_cost,71,62,20,0,1.0247286731075282e-08,0.22290462955112206,0
low_cost,71,63,20,0,1.4418551038917502e-08,0.22290462955112206,0
low_cost,71,64,20,0,5.562167678828348e-09,0.22290462955112206,0
low_cost,71,65,20,0,9.676726427364347e-09,0.22290462955112206,0
low_cost,71,66,20,0,1.16758859310756e-08,0.22290462955112206,0
low_cost,71,67,20,0,7.938994013044081e-09,0.22290462955112206,0
low_cost,71,68,20,0,5.024905608579099e-09,0.22290462955112206,0
low_cost,71,69,20,0,1.1857365664705193e-08,0.22290462955112206,0
low_cost,71,70,20,0,7.459055458118901e-09,0.22290462955112206,0
low_cost,71,71,20,0,4.95811090433167e-09,0.22290462955112206,0
low_cost,71,72,20,0,2.1531257851353575e-08,0.22290462955112206,0
low_cost,71,73,20,0,4.1583655337131166e-08,0.22290462955112206,0
low_cost,71,74,20,0,1.577048834869955e-08,0.22290462955112206,0
low_cost,71,75,20,0,2.549820233904395e-08,0.22290462955112206,0
low_cost,71,76,20,0,7.147501185292127e-08,0.22290462955112206,0
low_cost,71,77,20,0,2.6419391595887307e-08,0.22290462955112206,0
low_cost,71,78,20,0,2.5402155392318964e-08,0.22290462955112206,0
low_cost,71,79,20,0,5.060055652074249e-08,0.22290462955112206,0
low_cost,71,80,20,0,3.0856123535249574e-08,0.22290462955112206,0
low_cost,71,81,20,0,8.417200130084305e-08,0.22290462955112206,0
low_cost,71,82,20,0,1.1266988198889979e-07,0.22290462955112206,0
low_cost,71,83,20,0,1.7837090219753848e-07,0.22290462955112206,0
low_cost,71,84,20,0,2.69553264026571e-07,0.22290462955112206,0
low_cost,71,85,20,0,4.858897583406478e-07,0.22290462955112206,0
low_cost,71,86,20,0,3.4171164355090016e-07,0.22290462955112206,0
low_cost,71,87,20,0,8.888324651063304e-08,0.22290462955112206,0
low_cost,71,88,20,0,5.8836810646089956e-08,0.22290462955112206,0
low_cost,71,89,20,0,6.628174177040177e-08,0.22290462955112206,0
low_cost,71,90,20,0,6.775663597437117e-08,0.22290462955112206,0
low_cost,71,91,20,0,9.028239520847187e-08,0.22290462955112206,0
low_cost,71,92,20,0,9.829864745204546e-08,0.22290462955112206,0
low_cost,71,93,20,0,1.8628965615682104e-07,0.22290462955112206,0
low_cost,71,94,20,0,1.1990721712350776e-07,0.22290462955112206,0
low_cost,71,95,20,0,6.033740061114584e-08,0.22290462955112206,0
low_cost,71,96,20,0,5.366228295966113e-08,0.22290462955112206,0
low_cost,71,97,20,0,7.785845397662671e-08,0.22290462955112206,0
low_cost,71,98,20,0,8.826872387113675e-08,0.22290462955112206,0
low_cost,71,99,20,0,5.6847048859499024e-08,0.22290462955112206,0
low_cost,71,100,20,0,1.3578728315085359e-08,0.22290462955112206,0
low_cost,71,101,20,0,8.184946946827882e-09,0.22290462955112206,0
low_cost,71,102,20,0,1.2530877846285224e-08,0.22290462955112206,0
low_cost,71,103,20,0,1.5489585824906913e-08,0.22290462955112206,0
low_cost,71,104,20,0,2.058048135446848e-08,0.22290462955112206,0
low_cost,71,105,20,0,2.4877763220872606e-08,0.22290462955112206,0
low_cost,71,106,20,0,2.1119139098918126e-08,0.22290462955112206,0
low_cost,71,107,20,0,3.5896824119267246e-08,0.22290462955112206,0
low_cost,71,108,20,0,3.722143008789908e-08,0.22290462955112206,0
low_cost,71,109,20,0,9.766329412263749e-09,0.22290462955112206,0
low_cost,71,110,20,0,2.9084798870701225e-08,0.22290462955112206,0
low_cost,71,111,20,0,1.6097493983962563e-08,0.22290462955112206,0
low_cost,71,112,20,0,1.0742808323812736e-08,0.22290462955112206,0
low_cost,71,113,20,0,1.8487587164334275e-08,0.22290462955112206,0
low_cost,71,114,20,0,1.2514186017594908e-08,0.22290462955112206,0
low_cost,71,115,20,0,1.872766648484464e-08,0.22290462955112206,0
low_cost,71,116,20,0,2.0045506917033465e-08,0.22290462955112206,0
low_cost,71,117,20,0,1.1538253971701343e-08,0.22290462955112206,0
low_cost,71,118,20,0,1.1421702152014654e-08,0.22290462955112206,0
low_cost,71,119,20,0,2.963615905585431e-08,0.22290462955112206,0
low_cost,71,120,20,0,1.1464224868278017e-08,0.22290462955112206,0
low_cost,71,121,20,0,4.8528612425240853e-08,0.22290462955112206,0
low_cost,71,122,20,0,5.4180604818509755e-08,0.22290462955112206,0
low_cost,71,123,20,0,1.5124007725529286e-07,0.22290462955112206,0
low_cost,71,124,20,0,2.828678763551286e-07,0.22290462955112206,0
low_cost,71,125,20,0,1.8495481508706434e-07,0.22290462955112206,0
low_cost,71,126,20,0,1.0539112842284202e-07,0.22290462955112206,0
low_cost,71,127,20,0,3.451791559833626e-07,0.22290462955112206,0
low_cost,71,128,20,0,5.630355183223055e-07,0.22290462955112206,0
low_cost,71,129,20,0,4.507025922826848e-07,0.22290462955112206,0
low_cost,71,130,20,0,9.983708108552687e-08,0.22290462955112206,0
low_cost,71,131,20,0,6.888666963719348e-08,0.22290462955112206,0
low_cost,71,132,20,0,9.591767146407986e-08,0.22290462955112206,0
low_cost,71,133,20,0,6.293855427502e-07,0.22290462955112206,0
low_cost,71,134,20,0,1.4832178939058317e-06,0.22290462955112206,0
low_cost,71,135,20,0,9.892231322957448e-07,0.22290462955112206,0
low_cost,71,136,20,0,1.781173645730406e-06,0.22290462955112206,0
low_cost,71,137,20,0,2.40737595551683e-06,0.22290462955112206,0
low_cost,71,138,20,0,4.803765962030191e-06,0.22290462955112206,0
low_cost,71,139,20,0,1.8829595373643157e-06,0.22290462955112206,0
low_cost,71,140,20,0,8.675526111623204e-07,0.22290462955112206,0
low_cost,71,141,20,0,1.5341636897586844e-06,0.22290462955112206,0
low_cost,71,142,20,0,6.378248907544335e-07,0.22290462955112206,0
low_cost,71,143,20,0,5.9781582675095845e-06,0.22290462955112206,0
low_cost,71,144,20,0,7.680029478050364e-06,0.22290462955112206,0
low_cost,71,145,20,0,3.3179141631862056e-06,0.22290462955112206,0
low_cost,71,146,20,0,5.10638330098912e-06,0.22290462955112206,0
low_cost,71,147,20,0,2.55071520729304e-05,0.22290462955112206,0
low_cost,71,148,20,0,5.972018988398146e-05,0.22290462955112206,0
low_cost,71,149,20,0,1.4533497607820767e-05,0.22290462955112206,0
low_cost,71,150,20,0,8.850816895894775e-06,0.22290462955112206,0
low_cost,71,151,20,0,1.9720709832372017e-05,0.22290462955112206,0
low_cost,71,152,20,0,5.5928790967232335e-05,0.22290462955112206,0
low_cost,71,153,20,0,2.8996407338891534e-05,0.22290462955112206,0
low_cost,71,154,20,0,3.0559874588960556e-05,0.22290462955112206,0
low_cost,71,155,20,0,0.00015126519704061517,0.22290462955112206,0
low_cost,71,156,20,0,0.0001669807235628202,0.22290462955112206,0
low_cost,71,157,20,0,3.0226649588127034e-05,0.22290462955112206,0
low_cost,71,158,20,0,5.0934255186081275e-05,0.22290462955112206,0
low_cost,71,159,20,0,7.87359518070963e-05,0.22290462955112206,0
low_cost,71,160,20,0,0.0006125870671259649,0.22290462955112206,0
low_cost,71,161,20,0,0.00027509378574343556,0.22290462955112206,0
low_cost,71,162,20,0,0.00011044319548496564,0.22290462955112206,0
low_cost,71,163,20,0,0.00021350020383131444,0.22290462955112206,0
low_cost,71,164,20,0,7.3080461650074e-05,0.22290462955112206,0
low_cost,71,165,20,0,0.0003064905646216688,0.22290462955112206,0
low_cost,71,166,20,0,0.0006506104542086981,0.22290462955112206,0
low_cost,71,167,20,0,0.0008779948037815289,0.22290462955112206,0
low_cost,71,168,20,0,0.001514815696427627,0.22290462955112206,0
low_cost,71,169,20,0,0.0009862431565539774,0.22290462955112206,0
low_cost,71,170,20,0,0.0005590783967524198,0.22290462955112206,0
low_cost,71,171,20,0,0.002120028375839494,0.22290462955112206,0
low_cost,71,172,20,0,0.001900942520483034,0.22290462955112206,0
low_cost,71,173,20,0,0.012026096451120894,0.22290462955112206,0
low_cost,71,174,20,0,0.00794817943176722,0.22290462955112206,0
low_cost,71,175,20,0,0.007818519835310627,0.22290462955112206,0
low_cost,71,176,20,0,0.016522612986343523,0.22290462955112206,0
low_cost,71,177,20,0,0.02230489674862801,0.22290462955112206,0
low_cost,71,178,20,0,0.040011181906403966,0.22290462955112206,0
low_cost,71,179,20,0,0.037779677570604825,0.22290462955112206,0
low_cost,71,180,20,0,0.21129827637419002,0.22290462955112206,0
low_cost,71,181,20,0,0.14111730407264278,0.22290462955112206,0
low_cost,71,182,20,0,0.16636840196343153,0.22290462955112206,0
low_cost,71,183,20,0,0.29018631096896536,0.22290462955112206,1
low_cost,71,184,20,0,0.15193242624931083,0.22290462955112206,0
low_cost,71,185,20,0,0.25654177538214273,0.22290462955112206,1
low_cost,71,186,20,0,0.2684173554124044,0.22290462955112206,1
low_cost,71,187,20,0,0.14915475413788332,0.22290462955112206,0
low_cost,71,188,20,1,0.5355940565774178,0.22290462955112206,1
low_cost,71,189,20,1,0.629268561701472,0.22290462955112206,1
