family,candidate_id,reference_type,cutoff,m,n,selection_eligible,engine_id,failure_cycle,first_satisfaction_cycle,tau,missed,trigger_at_failure_only,lead_time,late_delay,early_burden,late_normalized,early_normalized_uncapped,early_normalized_for_cost,miss_component,late_component,early_component,total_cost,first_trigger_while_healthy,n_cycle_gaps
iforest,iforest_n200_ms_0p5,pooled,0.9,5,10,True,56,275,117.0,117.0,False,False,158.0,0,128,0.0,4.266666666666667,1.0,0.0,0.0,1.0,1.0,True,0
iforest,iforest_n200_ms_0p5,pooled,0.9,5,10,True,70,137,94.0,94.0,False,False,43.0,0,13,0.0,0.43333333333333335,0.43333333333333335,0.0,0.0,0.43333333333333335,0.43333333333333335,False,0
iforest,iforest_n200_ms_0p5,pooled,0.9,5,10,True,71,208,127.0,127.0,False,False,81.0,0,51,0.0,1.7,1.0,0.0,0.0,1.0,1.0,False,0
iforest,iforest_n200_ms_0p5,pooled,0.9,5,10,True,73,213,10.0,10.0,False,False,203.0,0,173,0.0,5.766666666666667,1.0,0.0,0.0,1.0,1.0,True,0
iforest,iforest_n200_ms_0p5,pooled,0.9,5,10,True,84,267,84.0,84.0,False,False,183.0,0,153,0.0,5.1,1.0,0.0,0.0,1.0,1.0,True,0
iforest,iforest_n200_ms_0p5,pooled,0.9,5,10,True,97,202,145.0,145.0,False,False,57.0,0,27,0.0,0.9,0.9,0.0,0.0,0.9,0.9,False,0
iforest,iforest_n200_ms_0p5,pooled,0.95,1,1,False,19,158,18.0,18.0,False,False,140.0,0,110,0.0,3.6666666666666665,1.0,0.0,0.0,1.0,1.0,True,0
iforest,iforest_n200_ms_0p5,pooled,0.95,1,1,False,23,168,55.0,55.0,False,False,113.0,0,83,0.0,2.7666666666666666,1.0,0.0,0.0,1.0,1.0,False,0
iforest,iforest_n200_ms_0p5,pooled,0.95,1,1,False,32,191,21.0,21.0,False,False,170.0,0,140,0.0,4.666666666666667,1.0,0.0,0.0,1.0,1.0,True,0
iforest,iforest_n200_ms_0p5,pooled,0.95,1,1,False,43,207,16.0,16.0,False,False,191.0,0,161,0.0,5.366666666666666,1.0,0.0,0.0,1.0,1.0,True,0
iforest,iforest_n200_ms_0p5,pooled,0.95,1,1,False,56,275,6.0,6.0,False,False,269.0,0,239,0.0,7.966666666666667,1.0,0.0,0.0,1.0,1.0,True,0
iforest,iforest_n200_ms_0p5,pooled,0.95,1,1,False,70,137,88.0,88.0,False,False,49.0,0,19,0.0,0.6333333333333333,0.6333333333333333,0.0,0.0,0.6333333333333333,0.6333333333333333,False,0
iforest,iforest_n200_ms_0p5,pooled,0.95,1,1,False,71,208,7.0,7.0,False,False,201.0,0,171,0.0,5.7,1.0,0.0,0.0,1.0,1.0,True,0
iforest,iforest_n200_ms_0p5,pooled,0.95,1,1,False,73,213,4.0,4.0,False,False,209.0,0,179,0.0,5.966666666666667,1.0,0.0,0.0,1.0,1.0,True,0
iforest,iforest_n200_ms_0p5,pooled,0.95,1,1,False,84,267,1.0,1.0,False,False,266.0,0,236,0.0,7.866666666666666,1.0,0.0,0.0,1.0,1.0,True,0
iforest,iforest_n200_ms_0p5,pooled,0.95,1,1,False,97,202,43.0,43.0,False,False,159.0,0,129,0.0,4.3,1.0,0.0,0.0,1.0,1.0,True,0
iforest,iforest_n200_ms_0p5,pooled,0.95,2,3,True,19,158,19.0,19.0,False,False,139.0,0,109,0.0,3.6333333333333333,1.0,0.0,0.0,1.0,1.0,True,0
iforest,iforest_n200_ms_0p5,pooled,0.95,2,3,True,23,168,88.0,88.0,False,False,80.0,0,50,0.0,1.6666666666666667,1.0,0.0,0.0,1.0,1.0,False,0
iforest,iforest_n200_ms_0p5,pooled,0.95,2,3,True,32,191,98.0,98.0,False,False,93.0,0,63,0.0,2.1,1.0,0.0,0.0,1.0,1.0,False,0
iforest,iforest_n200_ms_0p5,pooled,0.95,2,3,True,43,207,163.0,163.0,False,False,44.0,0,14,0.0,0.4666666666666667,0.4666666666666667,0.0,0.0,0.4666666666666667,0.4666666666666667,False,0
iforest,iforest_n200_ms_0p5,pooled,0.95,2,3,True,56,275,134.0,134.0,False,False,141.0,0,111,0.0,3.7,1.0,0.0,0.0,1.0,1.0,True,0
iforest,iforest_n200_ms_0p5,pooled,0.95,2,3,True,70,137,93.0,93.0,False,False,44.0,0,14,0.0,0.4666666666666667,0.4666666666666667,0.0,0.0,0.4666666666666667,0.4666666666666667,False,0
iforest,iforest_n200_ms_0p5,pooled,0.95,2,3,True,71,208,126.0,126.0,False,False,82.0,0,52,0.0,1.7333333333333334,1.0,0.0,0.0,1.0,1.0,False,0
iforest,iforest_n200_ms_0p5,pooled,0.95,2,3,True,73,213,6.0,6.0,False,False,207.0,0,177,0.0,5.9,1.0,0.0,0.0,1.0,1.0,True,0
iforest,iforest_n200_ms_0p5,pooled,0.95,2,3,True,84,267,81.0,81.0,False,False,186.0,0,156,0.0,5.2,1.0,0.0,0.0,1.0,1.0,True,0
iforest,iforest_n200_ms_0p5,pooled,0.95,2,3,True,97,202,141.0,141.0,False,False,61.0,0,31,0.0,1.0333333333333334,1.0,0.0,0.0,1.0,1.0,False,0
iforest,iforest_n200_ms_0p5,pooled,0.95,3,5,True,19,158,54.0,54.0,False,False,104.0,0,74,0.0,2.466666666666667,1.0,0.0,0.0,1.0,1.0,False,0
iforest,iforest_n200_ms_0p5,pooled,0.95,3,5,True,23,168,104.0,104.0,False,False,64.0,0,34,0.0,1.1333333333333333,1.0,0.0,0.0,1.0,1.0,False,0
iforest,iforest_n200_ms_0p5,pooled,0.95,3,5,True,32,191,105.0,105.0,False,False,86.0,0,56,0.0,1.8666666666666667,1.0,0.0,0.0,1.0,1.0,False,0
iforest,iforest_n200_ms_0p5,pooled,0.95,3,5,True,43,207,166.0,166.0,False,False,41.0,0,11,0.0,0.36666666666666664,0.36666666666666664,0.0,0.0,0.36666666666666664,0.36666666666666664,False,0
iforest,iforest_n200_ms_0p5,pooled,0.95,3,5,True,56,275,156.0,156.0,False,False,119.0,0,89,0.0,2.966666666666667,1.0,0.0,0.0,1.0,1.0,False,0
iforest,iforest_n200_ms_0p5,pooled,0.95,3,5,True,70,137,94.0,94.0,False,False,43.0,0,13,0.0,0.43333333333333335,0.43333333333333335,0.0,0.0,0.43333333333333335,0.43333333333333335,False,0
iforest,iforest_n200_ms_0p5,pooled,0.95,3,5,True,71,208,128.0,128.0,False,False,80.0,0,50,0.0,1.6666666666666667,1.0,0.0,0.0,1.0,1.0,False,0
iforest,iforest_n200_ms_0p5,pooled,0.95,3,5,True,73,213,39.0,39.0,False,False,174.0,0,144,0.0,4.8,1.0,0.0,0.0,1.0,1.0,True,0
iforest,iforest_n200_ms_0p5,pooled,0.95,3,5,True,84,267,130.0,130.0,False,False,137.0,0,107,0.0,3.566666666666667,1.0,0.0,0.0,1.0,1.0,True,0
iforest,iforest_n200_ms_0p5,pooled,0.95,3,5,True,97,202,144.0,144.0,False,False,58.0,0,28,0.0,0.9333333333333333,0.9333333333333333,0.0,0.0,0.9333333333333333,0.9333333333333333,False,0
iforest,iforest_n200_ms_0p5,pooled,0.95,5,10,True,19,158,81.0,81.0,False,False,77.0,0,47,0.0,1.5666666666666667,1.0,0.0,0.0,1.0,1.0,False,0
iforest,iforest_n200_ms_0p5,pooled,0.95,5,10,True,23,168,113.0,113.0,False,False,55.0,0,25,0.0,0.8333333333333334,0.8333333333333334,0.0,0.0,0.8333333333333334,0.8333333333333334,False,0
iforest,iforest_n200_ms_0p5,pooled,0.95,5,10,True,32,191,105.0,105.0,False,False,86.0,0,56,0.0,1.8666666666666667,1.0,0.0,0.0,1.0,1.0,False,0
iforest,iforest_n200_ms_0p5,pooled,0.95,5,10,True,43,207,169.0,169.0,False,False,38.0,0,8,0.0,0.26666666666666666,0.26666666666666666,0.0,0.0,0.26666666666666666,0.26666666666666666,False,0
iforest,iforest_n200_ms_0p5,pooled,0.95,5,10,True,56,275,161.0,161.0,False,False,114.0,0,84,0.0,2.8,1.0,0.0,0.0,1.0,1.0,False,0
iforest,iforest_n200_ms_0p5,pooled,0.95,5,10,True,70,137,96.0,96.0,False,False,41.0,0,11,0.0,0.36666666666666664,0.36666666666666664,0.0,0.0,0.36666666666666664,0.36666666666666664,False,0
iforest,iforest_n200_ms_0p5,pooled,0.95,5,10,True,71,208,147.0,147.0,False,False,61.0,0,31,0.0,1.0333333333333334,1.0,0.0,0.0,1.0,1.0,False,0
iforest,iforest_n200_ms_0p5,pooled,0.95,5,10,True,73,213,56.0,56.0,False,False,157.0,0,127,0.0,4.233333333333333,1.0,0.0,0.0,1.0,1.0,True,0
iforest,iforest_n200_ms_0p5,pooled,0.95,5,10,True,84,267,130.0,130.0,False,False,137.0,0,107,0.0,3.566666666666667,1.0,0.0,0.0,1.0,1.0,True,0
iforest,iforest_n200_ms_0p5,pooled,0.95,5,10,True,97,202,146.0,146.0,False,False,56.0,0,26,0.0,0.8666666666666667,0.8666666666666667,0.0,0.0,0.8666666666666667,0.8666666666666667,False,0
iforest,iforest_n200_ms_0p5,pooled,0.975,1,1,False,19,158,60.0,60.0,False,False,98.0,0,68,0.0,2.2666666666666666,1.0,0.0,0.0,1.0,1.0,False,0
iforest,iforest_n200_ms_0p5,pooled,0.975,1,1,False,23,168,88.0,88.0,False,False,80.0,0,50,0.0,1.6666666666666667,1.0,0.0,0.0,1.0,1.0,False,0
iforest,iforest_n200_ms_0p5,pooled,0.975,1,1,False,32,191,21.0,21.0,False,False,170.0,0,140,0.0,4.666666666666667,1.0,0.0,0.0,1.0,1.0,True,0
iforest,iforest_n200_ms_0p5,pooled,0.975,1,1,False,43,207,16.0,16.0,False,False,191.0,0,161,0.0,5.366666666666666,1.0,0.0,0.0,1.0,1.0,True,0
iforest,iforest_n200_ms_0p5,pooled,0.975,1,1,False,56,275,104.0,104.0,False,False,171.0,0,141,0.0,4.7,1.0,0.0,0.0,1.0,1.0,True,0
iforest,iforest_n200_ms_0p5,pooled,0.975,1,1,False,70,137,88.0,88.0,False,False,49.0,0,19,0.0,0.6333333333333333,0.6333333333333333,0.0,0.0,0.6333333333333333,0.6333333333333333,False,0
iforest,iforest_n200_ms_0p5,pooled,0.975,1,1,False,71,208,32.0,32.0,False,False,176.0,0,146,0.0,4.866666666666666,1.0,0.0,0.0,1.0,1.0,True,0
iforest,iforest_n200_ms_0p5,pooled,0.975,1,1,False,73,213,6.0,6.0,False,False,207.0,0,177,0.0,5.9,1.0,0.0,0.0,1.0,1.0,True,0
iforest,iforest_n200_ms_0p5,pooled,0.975,1,1,False,84,267,84.0,84.0,False,False,183.0,0,153,0.0,5.1,1.0,0.0,0.0,1.0,1.0,True,0
iforest,iforest_n200_ms_0p5,pooled,0.975,1,1,False,97,202,43.0,43.0,False,False,159.0,0,129,0.0,4.3,1.0,0.0,0.0,1.0,1.0,True,0
iforest,iforest_n200_ms_0p5,pooled,0.975,2,3,True,19,158,62.0,62.0,False,False,96.0,0,66,0.0,2.2,1.0,0.0,0.0,1.0,1.0,False,0
iforest,iforest_n200_ms_0p5,pooled,0.975,2,3,True,23,168,102.0,102.0,False,False,66.0,0,36,0.0,1.2,1.0,0.0,0.0,1.0,1.0,False,0
iforest,iforest_n200_ms_0p5,pooled,0.975,2,3,True,32,191,104.0,104.0,False,False,87.0,0,57,0.0,1.9,1.0,0.0,0.0,1.0,1.0,False,0
iforest,iforest_n200_ms_0p5,pooled,0.975,2,3,True,43,207,168.0,168.0,False,False,39.0,0,9,0.0,0.3,0.3,0.0,0.0,0.3,0.3,False,0
iforest,iforest_n200_ms_0p5,pooled,0.975,2,3,True,56,275,156.0,156.0,False,False,119.0,0,89,0.0,2.966666666666667,1.0,0.0,0.0,1.0,1.0,False,0
iforest,iforest_n200_ms_0p5,pooled,0.975,2,3,True,70,137,94.0,94.0,False,False,43.0,0,13,0.0,0.43333333333333335,0.43333333333333335,0.0,0.0,0.43333333333333335,0.43333333333333335,False,0
iforest,iforest_n200_ms_0p5,pooled,0.975,2,3,True,71,208,135.0,135.0,False,False,73.0,0,43,0.0,1.4333333333333333,1.0,0.0,0.0,1.0,1.0,False,0
iforest,iforest_n200_ms_0p5,pooled,0.975,2,3,True,73,213,62.0,62.0,False,False,151.0,0,121,0.0,4.033333333333333,1.0,0.0,0.0,1.0,1.0,True,0
iforest,iforest_n200_ms_0p5,pooled,0.975,2,3,True,84,267,124.0,124.0,False,False,143.0,0,113,0.0,3.7666666666666666,1.0,0.0,0.0,1.0,1.0,True,0
iforest,iforest_n200_ms_0p5,pooled,0.975,2,3,True,97,202,146.0,146.0,False,False,56.0,0,26,0.0,0.8666666666666667,0.8666666666666667,0.0,0.0,0.8666666666666667,0.8666666666666667,False,0
iforest,iforest_n200_ms_0p5,pooled,0.975,3,5,True,19,158,81.0,81.0,False,False,77.0,0,47,0.0,1.5666666666666667,1.0,0.0,0.0,1.0,1.0,False,0
iforest,iforest_n200_ms_0p5,pooled,0.975,3,5,True,23,168,114.0,114.0,False,False,54.0,0,24,0.0,0.8,0.8,0.0,0.0,0.8,0.8,False,0
iforest,iforest_n200_ms_0p5,pooled,0.975,3,5,True,32,191,105.0,105.0,False,False,86.0,0,56,0.0,1.8666666666666667,1.0,0.0,0.0,1.0,1.0,False,0
iforest,iforest_n200_ms_0p5,pooled,0.975,3,5,True,43,207,169.0,169.0,False,False,38.0,0,8,0.0,0.26666666666666666,0.26666666666666666,0.0,0.0,0.26666666666666666,0.26666666666666666,False,0
iforest,iforest_n200_ms_0p5,pooled,0.975,3,5,True,56,275,168.0,168.0,False,False,107.0,0,77,0.0,2.566666666666667,1.0,0.0,0.0,1.0,1.0,False,0
iforest,iforest_n200_ms_0p5,pooled,0.975,3,5,True,70,137,96.0,96.0,False,False,41.0,0,11,0.0,0.36666666666666664,0.36666666666666664,0.0,0.0,0.36666666666666664,0.36666666666666664,False,0
iforest,iforest_n200_ms_0p5,pooled,0.975,3,5,True,71,208,147.0,147.0,False,False,61.0,0,31,0.0,1.0333333333333334,1.0,0.0,0.0,1.0,1.0,False,0
iforest,iforest_n200_ms_0p5,pooled,0.975,3,5,True,73,213,76.0,76.0,False,False,137.0,0,107,0.0,3.566666666666667,1.0,0.0,0.0,1.0,1.0,True,0
iforest,iforest_n200_ms_0p5,pooled,0.975,3,5,True,84,267,153.0,153.0,False,False,114.0,0,84,0.0,2.8,1.0,0.0,0.0,1.0,1.0,False,0
iforest,iforest_n200_ms_0p5,pooled,0.975,3,5,True,97,202,147.0,147.0,False,False,55.0,0,25,0.0,0.8333333333333334,0.8333333333333334,0.0,0.0,0.8333333333333334,0.8333333333333334,False,0
iforest,iforest_n200_ms_0p5,pooled,0.975,5,10,True,19,158,83.0,83.0,False,False,75.0,0,45,0.0,1.5,1.0,0.0,0.0,1.0,1.0,False,0
iforest,iforest_n200_ms_0p5,pooled,0.975,5,10,True,23,168,115.0,115.0,False,False,53.0,0,23,0.0,0.7666666666666667,0.7666666666666667,0.0,0.0,0.7666666666666667,0.7666666666666667,False,0
iforest,iforest_n200_ms_0p5,pooled,0.975,5,10,True,32,191,111.0,111.0,False,False,80.0,0,50,0.0,1.6666666666666667,1.0,0.0,0.0,1.0,1.0,False,0
iforest,iforest_n200_ms_0p5,pooled,0.975,5,10,True,43,207,170.0,170.0,False,False,37.0,0,7,0.0,0.23333333333333334,0.23333333333333334,0.0,0.0,0.23333333333333334,0.23333333333333334,False,0
iforest,iforest_n200_ms_0p5,pooled,0.975,5,10,True,56,275,169.0,169.0,False,False,106.0,0,76,0.0,2.533333333333333,1.0,0.0,0.0,1.0,1.0,False,0
iforest,iforest_n200_ms_0p5,pooled,0.975,5,10,True,70,137,97.0,97.0,False,False,40.0,0,10,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,0.3333333333333333,False,0
iforest,iforest_n200_ms_0p5,pooled,0.975,5,10,True,71,208,147.0,147.0,False,False,61.0,0,31,0.0,1.0333333333333334,1.0,0.0,0.0,1.0,1.0,False,0
iforest,iforest_n200_ms_0p5,pooled,0.975,5,10,True,73,213,82.0,82.0,False,False,131.0,0,101,0.0,3.3666666666666667,1.0,0.0,0.0,1.0,1.0,True,0
iforest,iforest_n200_ms_0p5,pooled,0.975,5,10,True,84,267,155.0,155.0,False,False,112.0,0,82,0.0,2.7333333333333334,1.0,0.0,0.0,1.0,1.0,False,0
iforest,iforest_n200_ms_0p5,pooled,0.975,5,10,True,97,202,148.0,148.0,False,False,54.0,0,24,0.0,0.8,0.8,0.0,0.0,0.8,0.8,False,0
iforest,iforest_n200_ms_0p5,pooled,0.99,1,1,False,19,158,80.0,80.0,False,False,78.0,0,48,0.0,1.6,1.0,0.0,0.0,1.0,1.0,False,0
iforest,iforest_n200_ms_0p5,pooled,0.99,1,1,False,23,168,102.0,102.0,False,False,66.0,0,36,0.0,1.2,1.0,0.0,0.0,1.0,1.0,False,0
iforest,iforest_n200_ms_0p5,pooled,0.99,1,1,False,32,191,21.0,21.0,False,False,170.0,0,140,0.0,4.666666666666667,1.0,0.0,0.0,1.0,1.0,True,0
iforest,iforest_n200_ms_0p5,pooled,0.99,1,1,False,43,207,163.0,163.0,False,False,44.0,0,14,0.0,0.4666666666666667,0.4666666666666667,0.0,0.0,0.4666666666666667,0.4666666666666667,False,0
iforest,iforest_n200_ms_0p5,pooled,0.99,1,1,False,56,275,104.0,104.0,False,False,171.0,0,141,0.0,4.7,1.0,0.0,0.0,1.0,1.0,True,0
iforest,iforest_n200_ms_0p5,pooled,0.99,1,1,False,70,137,94.0,94.0,False,False,43.0,0,13,0.0,0.43333333333333335,0.43333333333333335,0.0,0.0,0.43333333333333335,0.43333333333333335,False,0
iforest,iforest_n200_ms_0p5,pooled,0.99,1,1,False,71,208,147.0,147.0,False,False,61.0,0,31,0.0,1.0333333333333334,1.0,0.0,0.0,1.0,1.0,False,0
iforest,iforest_n200_ms_0p5,pooled,0.99,1,1,False,73,213,57.0,57.0,False,False,156.0,0,126,0.0,4.2,1.0,0.0,0.0,1.0,1.0,True,0
iforest,iforest_n200_ms_0p5,pooled,0.99,1,1,False,84,267,111.0,111.0,False,False,156.0,0,126,0.0,4.2,1.0,0.0,0.0,1.0,1.0,True,0
iforest,iforest_n200_ms_0p5,pooled,0.99,1,1,False,97,202,145.0,145.0,False,False,57.0,0,27,0.0,0.9,0.9,0.0,0.0,0.9,0.9,False,0
iforest,iforest_n200_ms_0p5,pooled,0.99,2,3,True,19,158,81.0,81.0,False,False,77.0,0,47,0.0,1.5666666666666667,1.0,0.0,0.0,1.0,1.0,False,0
iforest,iforest_n200_ms_0p5,pooled,0.99,2,3,True,23,168,113.0,113.0,False,False,55.0,0,25,0.0,0.8333333333333334,0.8333333333333334,0.0,0.0,0.8333333333333334,0.8333333333333334,False,0
iforest,iforest_n200_ms_0p5,pooled,0.99,2,3,True,32,191,120.0,120.0,False,False,71.0,0,41,0.0,1.3666666666666667,1.0,0.0,0.0,1.0,1.0,False,0
iforest,iforest_n200_ms_0p5,pooled,0.99,2,3,True,43,207,169.0,169.0,False,False,38.0,0,8,0.0,0.26666666666666666,0.26666666666666666,0.0,0.0,0.26666666666666666,0.26666666666666666,False,0
iforest,iforest_n200_ms_0p5,pooled,0.99,2,3,True,56,275,168.0,168.0,False,False,107.0,0,77,0.0,2.566666666666667,1.0,0.0,0.0,1.0,1.0,False,0
iforest,iforest_n200_ms_0p5,pooled,0.99,2,3,True,70,137,96.0,96.0,False,False,41.0,0,11,0.0,0.36666666666666664,0.36666666666666664,0.0,0.0,0.36666666666666664,0.36666666666666664,False,0
iforest,iforest_n200_ms_0p5,pooled,0.99,2,3,True,71,208,148.0,148.0,False,False,60.0,0,30,0.0,1.0,1.0,0.0,0.0,1.0,1.0,False,0
iforest,iforest_n200_ms_0p5,pooled,0.99,2,3,True,73,213,100.0,100.0,False,False,113.0,0,83,0.0,2.7666666666666666,1.0,0.0,0.0,1.0,1.0,False,0
iforest,iforest_n200_ms_0p5,pooled,0.99,2,3,True,84,267,153.0,153.0,False,False,114.0,0,84,0.0,2.8,1.0,0.0,0.0,1.0,1.0,False,0
iforest,iforest_n200_ms_0p5,pooled,0.99,2,3,True,97,202,146.0,146.0,False,False,56.0,0,26,0.0,0.8666666666666667,0.8666666666666667,0.0,0.0,0.8666666666666667,0.8666666666666667,False,0
iforest,iforest_n200_ms_0p5,pooled,0.99,3,5,True,19,158,83.0,83.0,False,False,75.0,0,45,0.0,1.5,1.0,0.0,0.0,1.0,1.0,False,0
iforest,iforest_n200_ms_0p5,pooled,0.99,3,5,True,23,168,114.0,114.0,False,False,54.0,0,24,0.0,0.8,0.8,0.0,0.0,0.8,0.8,False,0
iforest,iforest_n200_ms_0p5,pooled,0.99,3,5,True,32,191,121.0,121.0,False,False,70.0,0,40,0.0,1.3333333333333333,1.0,0.0,0.0,1.0,1.0,False,0
iforest,iforest_n200_ms_0p5,pooled,0.99,3,5,True,43,207,170.0,170.0,False,False,37.0,0,7,0.0,0.23333333333333334,0.23333333333333334,0.0,0.0,0.23333333333333334,0.23333333333333334,False,0
iforest,iforest_n200_ms_0p5,pooled,0.99,3,5,True,56,275,169.0,169.0,False,False,106.0,0,76,0.0,2.533333333333333,1.0,0.0,0.0,1.0,1.0,False,0
