role,engine_id,n_rows,early_rows,late_rows,delta__sensor_2,delta__sensor_3,delta__sensor_4,delta__sensor_6,delta__sensor_7,delta__sensor_8,delta__sensor_9,delta__sensor_10,delta__sensor_11,delta__sensor_12,delta__sensor_13,delta__sensor_14,delta__sensor_15,delta__sensor_17,delta__sensor_20,delta__sensor_21,PC1,PC2,raw_cluster,latent_group
train,13,185,37,37,0.6940540540539359,9.148378378378538,13.815135135134824,0.0,-1.0464864864865149,0.025675675674847298,70.31459459459256,0.0,0.3464864864864765,-0.8754054054053313,0.0297297297302066,59.53405405405556,0.057027027027027444,2.1081081081080697,-0.2564864864864731,-0.13309999999999889,-2.3104465313910003,-4.613740366546026,1,latent_A
train,14,207,42,42,1.0116666666665424,11.261190476190222,22.711666666666815,0.0011904761904766303,-2.3452380952381873,0.19571428571407523,-10.883333333333212,0.0,0.6938095238095201,-2.0519047619047797,0.19499999999970896,-16.504523809522652,0.0975404761904759,3.238095238095241,-0.44023809523808666,-0.2507761904761878,-3.0007946007418713,2.5411243075207555,1,latent_A
train,16,344,69,69,0.8342028985508705,12.397826086956911,18.11101449275361,-0.0014492753623187582,8.505507246376851,0.3307246376812145,42.33086956521947,0.011014492753623095,0.6037681159420174,8.21072463768121,0.33217391304378907,32.21565217391162,-0.08461014492753449,3.1449275362319327,0.347101449275371,0.2070608695652183,2.656999079115905,-0.2770189175955448,0,latent_B
train,17,312,63,63,0.8250793650794321,14.56873015873066,17.343492063492477,-0.0019047619047647402,10.325714285714298,0.5549206349205633,52.026190476188276,0.008571428571429118,0.58920634920635,9.923333333333403,0.5580952380951203,41.394285714287435,-0.11192380952380887,4.0,0.4385714285714286,0.2568222222222225,4.635625690216718,0.46253124185592787,0,latent_B
train,18,447,90,90,0.869888888888795,13.35055555555573,18.315222222222246,-0.010444444444438261,9.621666666666556,0.45000000000027285,47.60255555555523,0.0076666666666669325,0.6473333333333144,9.145333333333497,0.45122222222198616,37.484888888887326,-0.11008444444444265,3.933333333333337,0.40866666666666873,0.23331111111111724,3.8050179092430985,0.8148485786117856,0,latent_B
train,19,229,46,46,0.6941304347826645,10.326739130434817,16.944130434782664,0.0008695652173891233,7.732608695652061,0.2967391304350713,39.05108695652416,0.011304347826087469,0.5284782608695693,7.305434782608813,0.2993478260864322,28.808478260871198,-0.07907173913043408,2.9565217391303804,0.2880434782608745,0.20691086956522398,2.0711052647248227,-1.816158467423747,0,latent_B
train,20,338,68,68,0.7554411764706401,12.514558823529569,18.223970588235034,-0.015735294117643406,8.013529411764807,0.30338235294129845,40.56735294117607,0.010147058823529731,0.6186764705882482,7.727352941176491,0.2964705882354792,32.42264705882553,-0.09364852941176238,3.3529411764706083,0.33970588235293775,0.18776323529412053,2.675693172911565,-0.34805538840169853,0,latent_B
train,23,196,40,40,1.07974999999999,9.107749999999896,19.489250000000084,0.0,-2.1132499999999936,0.17725000000018554,-4.125500000000102,0.0,0.6272499999999965,-1.7974999999999,0.17149999999946886,-9.968000000000757,0.08055000000000057,3.1499999999999773,-0.3897499999999994,-0.2296200000000006,-3.1015989976658442,1.2048320466895301,1,latent_A
train,25,193,39,39,1.105128205128267,13.570256410256434,22.757435897435926,0.0010256410256417325,-1.9110256410255033,0.10512820512803955,67.03179487179477,0.0,0.6200000000000117,-1.5479487179487705,0.11589743589638601,55.765641025641344,0.09040512820512525,3.4871794871794464,-0.4258974358974328,-0.2520282051282088,-1.9215921808915402,1.896781612592056,1,latent_A
train,26,243,49,49,0.9687755102039546,12.180816326530248,21.258775510204032,0.0006122448979617445,-2.0473469387754903,0.1493877551024525,18.548775510202177,0.0,0.6700000000000017,-1.7571428571429806,0.15163265306136964,9.644693877551617,0.087387755102041,3.1836734693877133,-0.4304081632653052,-0.24318571428571545,-2.5178164765977464,1.6742611446483,1,latent_A
train,27,320,64,64,1.0392187500000318,15.962187500000027,20.56203124999979,-0.002656250000001137,11.040781250000009,0.3735937500005093,54.768281249998836,0.0085937500000004,0.6935937500000051,10.598906250000027,0.3728124999997817,42.724218749999636,-0.12064843749999987,4.171875,0.45624999999999716,0.28067031249999985,4.1457567003809555,2.4618923228690974,0,latent_B
train,28,200,40,40,0.9117499999998699,10.021749999999884,19.45824999999968,0.0005000000000023874,-1.8357499999999618,0.15350000000034925,2.219250000001921,0.0,0.5590000000000046,-1.6815000000000282,0.15925000000015643,-5.2077500000004875,0.06437750000000086,3.025000000000034,-0.36549999999999727,-0.20613499999999974,-2.8210768754389632,0.20857203149633097,1,latent_A
train,29,223,45,45,0.8344444444445571,10.99333333333334,17.79777777777781,0.0004444444444438034,-1.8824444444443316,0.14222222222224445,7.132888888887464,0.0,0.5433333333333294,-1.6108888888890078,0.13422222222197888,0.5831111111119753,0.07060444444444514,3.0,-0.3504444444444559,-0.21256444444444256,-2.609061843912524,-0.4085096522136691,1,latent_A
train,31,183,37,37,0.7870270270267383,7.518108108107981,17.567567567567266,0.0,-1.6024324324324652,0.10756756756745744,17.141081081079392,0.0,0.5243243243243185,-1.406216216216194,0.10783783783745093,9.63297297297322,0.057800000000000296,2.324324324324323,-0.36324324324323953,-0.1817297297297351,-3.138741814432857,-1.8746646945814596,1,latent_A
train,32,189,38,38,0.8071052631579505,12.964473684210816,16.589736842105367,0.0,-1.3223684210526017,0.04999999999972715,89.70499999999993,0.0,0.5005263157894859,-1.042894736842186,0.047631578947402886,75.37473684210636,0.07275526315789271,3.0526315789473415,-0.2778947368421143,-0.19362368421052167,-1.3735257612982472,-1.7432584632576735,1,latent_A
train,34,459,92,92,0.8424999999999727,12.911521739130649,17.97239130434764,-0.018804347826094414,8.25826086956522,0.3094565217397758,43.25739130434522,0.00891304347826094,0.606739130434768,7.885543478260843,0.3049999999998363,33.45043478260868,-0.0972358695652158,3.1630434782608177,0.3273913043478345,0.19730543478260643,2.6067285582319264,-0.2803302273635603,0,latent_B
train,35,231,47,47,1.1995744680849612,12.220638297872483,22.383191489361934,0.0006382978723422639,-2.150425531914834,0.15382978723391716,24.582127659576145,0.0,0.7527659574468046,-1.8514893617021926,0.15085106382957747,15.574893617023918,0.09277446808510703,3.361702127659612,-0.4538297872340351,-0.24971914893617253,-2.567879991807006,3.1835285045673745,1,latent_A
train,36,324,65,65,1.073692307692454,12.74215384615377,22.212615384615447,0.0010769230769227534,-2.3526153846153193,0.19953846153885024,-7.868000000000393,0.0,0.7210769230769216,-1.9164615384614763,0.19246153846142988,-13.770307692306233,0.08593846153845952,3.584615384615347,-0.4349230769230701,-0.25590615384615134,-2.595204970796465,3.219244875730222,1,latent_A
train,37,324,65,65,0.8503076923076378,13.620769230768929,19.76476923076939,-0.01938461538462022,9.271999999999935,0.35584615384595963,47.62153846153706,0.008923076923077033,0.693230769230766,8.917692307692391,0.3456923076928433,37.08723076923161,-0.10606615384615381,4.015384615384619,0.38492307692308003,0.21326769230769216,3.5163950692468835,1.257086930530268,0,latent_B
train,39,288,58,58,0.8787931034484018,13.478965517241477,19.53275862068972,0.006206896551727681,9.4186206896552,0.3577586206893102,45.24137931034602,0.010517241379310427,0.6668965517241432,9.13741379310352,0.361206896551721,35.280344827586305,-0.10179137931034532,3.5862068965517437,0.3951724137931052,0.2347568965517155,3.267697218718098,0.9782361785921068,0,latent_B
train,40,188,38,38,0.8652631578947876,9.761052631578877,16.646315789473874,0.0,-1.4792105263160238,0.13999999999987267,-7.691578947367816,0.0,0.5328947368421026,-1.4665789473684754,0.13289473684153563,-11.956578947369053,0.06656052631579001,2.026315789473699,-0.27342105263157634,-0.16459999999999653,-3.165369897438327,-1.2963744658410854,1,latent_A
train,41,295,59,59,0.8044067796608942,12.1857627118643,17.882203389830465,-0.000508474576271567,8.398135593220331,0.31355932203314296,41.72033898305017,0.010338983050847572,0.621355932203393,8.219830508474615,0.3132203389836832,33.21135593220242,-0.08285254237288342,3.2542372881355845,0.3200000000000145,0.21525932203389786,2.588234052342171,-0.2886856239377717,0,latent_B
train,43,321,65,65,0.7910769230768437,12.247692307692432,17.771230769230897,-0.0013846153846159837,8.778769230769285,0.3280000000004293,43.24061538461501,0.010923076923077035,0.6189230769230747,8.524769230769266,0.33523076923120243,33.96846153846127,-0.09521846153846347,3.4923076923076906,0.3400000000000034,0.2160276923076907,2.9435697341531264,-0.21120160706921715,0,latent_B
train,44,180,36,36,0.7047222222222445,8.249166666666724,14.86305555555532,0.0,-1.3908333333331484,0.1391666666668243,-8.563888888893416,0.0,0.491388888888892,-1.3741666666667243,0.1344444444439432,-12.618333333334704,0.06036388888888844,2.0277777777777715,-0.23527777777776748,-0.17722777777777665,-3.139053671013173,-2.634949074444185,1,latent_A
train,45,205,41,41,0.8404878048780802,13.925609756097629,20.413414634146193,0.005121951219514642,9.857560975609886,0.3575609756094309,47.2817073170736,0.00951219512195145,0.6448780487804981,9.369024390243908,0.3478048780489189,37.23878048780534,-0.10653902439024598,3.8292682926829684,0.4439024390243915,0.24287804878049002,3.456302651229759,1.0804858997819968,0,latent_B
train,46,204,41,41,0.6829268292683537,12.62048780487794,18.53317073170706,0.00024390243902416842,9.483902439024291,0.35780487804868244,45.541707317071996,0.010487804878049234,0.7265853658536585,9.09804878048783,0.3414634146347453,34.67195121951045,-0.10035609756097763,3.585365853658516,0.4178048780487771,0.2480268292682979,3.4623317819694432,0.3330346864336337,0,latent_B
train,47,269,54,54,1.1327777777776191,13.547037037036944,23.987592592592364,0.0014814814814840815,-2.1357407407407436,0.13518518518594647,52.41518518518569,0.0,0.6561111111111089,-1.8066666666666151,0.13148148148138716,41.03833333333296,0.09284259259259287,4.03703703703701,-0.41814814814813417,-0.2447722222222204,-1.8833273095399057,3.011556261696864,1,latent_A
train,48,174,35,35,0.7900000000000773,9.751428571428278,15.135999999999967,0.0,-1.3408571428570895,0.05314285714257494,76.09371428571649,0.0,0.41171428571428237,-1.0437142857143726,0.04142857142869616,63.65371428571507,0.05543142857142769,2.6285714285713766,-0.3091428571428523,-0.16415142857143294,-2.059397876269698,-3.245485365287129,1,latent_A
train,50,161,33,33,1.0418181818179164,10.985757575757589,22.52363636363657,0.0003030303030300274,-2.014545454545555,0.20454545454504114,-15.638787878788207,0.0,0.6684848484848374,-1.8733333333333348,0.201818181818453,-20.733333333331757,0.08090909090909193,3.1212121212121247,-0.3584848484848564,-0.2349696969696886,-2.967355782151621,2.364152493562043,1,latent_A
train,51,190,38,38,0.8402631578948103,11.056578947368507,17.998684210526335,0.00026315789473940754,-1.387631578947321,0.061052631578149885,70.94921052631071,0.0,0.4857894736842141,-1.25,0.06315789473637778,59.115526315786155,0.06474736842105244,3.263157894736821,-0.3365789473684231,-0.19555000000000078,-1.8592804106871326,-1.366102880286409,1,latent_A
train,54,194,39,39,0.6458974358973819,8.16564102564098,15.986153846153911,0.0,-1.3305128205129222,0.028717948717712716,69.44410256410265,0.0,0.42435897435897374,-1.200512820512813,0.026153846153647464,56.88615384615514,0.05895128205128053,2.564102564102541,-0.2858974358974322,-0.13880769230769374,-2.3135165583331516,-3.701000616061729,1,latent_A
train,55,525,105,105,0.7682857142855255,15.468000000000075,14.876190476190459,-0.0003809523809508164,11.295047619047637,0.6772380952384083,56.589238095239125,0.008095238095238155,0.5690476190476161,10.871333333333382,0.6744761904760708,45.3720000000003,-0.13416571428571267,4.0,0.5075238095238106,0.32337523809524527,5.71914570610772,-0.13288522651698642,0,latent_B
train,56,195,39,39,0.9271794871795009,8.3653846153843,16.541794871794764,0.0,-1.6023076923078179,0.14512820512754843,-8.832051282051907,0.0,0.5005128205128244,-1.3871794871795373,0.14410256410292277,-13.880512820512195,0.055307692307692946,2.461538461538453,-0.3100000000000023,-0.18017179487179646,-3.2403479041400836,-1.2061640354042054,1,latent_A
train,57,215,43,43,0.7467441860466124,12.341627906976782,16.737441860465196,0.003488372093020331,8.534186046511763,0.32581395348825026,42.86348837209334,0.01093023255813974,0.6288372093023185,8.298372093023318,0.32837209302351766,33.91186046511666,-0.0873767441860469,3.372093023255786,0.3325581395348749,0.23074186046511969,2.8993849551884745,-0.5403289531368372,0,latent_B
train,62,246,50,50,0.8994000000000142,13.872000000000071,19.98980000000074,0.0012000000000043087,9.982799999999997,0.4369999999994434,49.65680000000066,0.009399999999999853,0.7118000000000038,9.686799999999948,0.43000000000029104,39.12839999999869,-0.11005999999999894,3.7399999999999523,0.4333999999999989,0.2731359999999974,3.8890664546200093,1.556494095165443,0,latent_B
train,63,231,47,47,0.9331914893618887,11.931914893617204,19.158297872340427,0.0004255319148960268,-1.9676595744680299,0.1231914893614885,14.457234042554774,0.0,0.556808510638291,-1.5955319148935132,0.13063829787188297,6.172765957448064,0.07237234042553453,3.148936170212778,-0.36170212765957643,-0.18936170212766967,-2.498175946881824,0.402091997104051,1,latent_A
train,65,234,47,47,1.1170212765957785,13.640212765957358,24.462340425532147,0.0010638297872382907,-2.193829787233881,0.20085106383021412,-4.421914893619032,0.0,0.6782978723404298,-2.0278723404254606,0.19382978723388078,-12.058085106380531,0.0839276595744689,3.2340425531915002,-0.4080851063829769,-0.26030425531915213,-2.7313050512540995,3.419740501250874,1,latent_A
train,66,165,33,33,1.120909090908981,14.10757575757566,22.273333333333085,0.0009090909090900823,-2.2263636363634305,0.1627272727273521,17.497272727270683,0.0,0.7439393939393995,-1.81969696969702,0.1760606060606733,9.291212121212993,0.0947242424242436,3.4848484848484986,-0.45909090909091077,-0.2696424242424307,-2.304422176429241,3.3429303163285513,1,latent_A
train,67,263,53,53,0.7311320754716917,9.649433962264084,19.5013207547172,0.00018867924528009894,-1.8584905660377444,0.14792452830124603,0.6481132075477944,0.0,0.5962264150943284,-1.447358490565989,0.15056603773518873,-4.640188679245512,0.069750943396226,2.6226415094339472,-0.3377358490565996,-0.19578301886792815,-2.8402268578388052,-0.4739698805065292,1,latent_A
train,68,201,41,41,0.8858536585365755,11.847560975609895,19.969268292682955,0.0009756097561002264,-1.3785365853658504,0.08463414634115907,97.3219512195119,0.0,0.5295121951219599,-1.2524390243903554,0.0946341463409226,81.56951219512393,0.0678365853658569,3.1463414634146716,-0.33512195121950583,-0.21220731707316887,-1.4615376485597806,-0.7894135524281538,1,latent_A
train,69,170,34,34,0.7708823529410438,8.574117647058529,15.76411764705881,0.00029411764705855603,-1.3476470588234406,0.11764705882342241,4.230000000001382,0.0,0.5120588235294221,-1.2914705882352564,0.1179411764710494,-0.9352941176484819,0.06577941176470681,2.5,-0.3320588235294011,-0.19792941176471146,-3.003512887445932,-1.911453236063298,1,latent_A
train,70,172,35,35,0.9597142857144263,10.901142857142759,21.01828571428564,0.0005714285714262246,-2.162857142857206,0.1657142857143299,8.007142857142753,0.0,0.6479999999999961,-1.7791428571426877,0.14971428571379874,1.2714285714282596,0.07921428571428635,3.1999999999999886,-0.381142857142855,-0.22729714285714664,-2.688807222704108,1.3895754627032395,1,latent_A
train,71,409,82,82,0.6924390243901826,13.62439024390278,13.693048780487516,-0.0131707317073122,10.37439024390244,0.6924390243898415,53.756341463413264,0.007439024390244242,0.5017073170731763,9.891097560975595,0.6968292682922765,43.705975609755114,-0.13628414634146147,3.914634146341484,0.4775609756097552,0.3005987804878103,5.423387097534081,-1.3370907461457182,0,latent_B
train,73,215,43,43,0.583488372093143,14.946046511627628,14.553720930232657,0.002790697674424081,11.242790697674309,0.6397674418608403,54.18441860465282,0.0086046511627913,0.5439534883720967,10.658837209302419,0.6404651162788468,44.98744186046497,-0.14008837209302172,3.9302325581395507,0.5162790697674495,0.33537209302325266,5.656006491915118,-1.0841189601762693,0,latent_B
train,74,193,39,39,1.0174358974358029,9.542307692307759,18.27205128205128,0.0002564102564122095,-1.714871794871783,0.10794871794814753,45.31974358974185,0.0,0.5802564102564034,-1.3161538461538385,0.100512820512904,33.99692307692203,0.07045641025640847,3.205128205128233,-0.34461538461538765,-0.24644615384615065,-2.4637986622547072,-0.07669544568626402,1,latent_A
train,77,255,51,51,0.6900000000000546,12.452156862745369,16.72647058823577,0.0001960784313723707,8.276470588235384,0.31039215686269017,39.70627450980464,0.011176470588235121,0.5823529411764667,7.932352941176418,0.29745098039165896,32.01098039215776,-0.08620588235294058,2.921568627450995,0.3460784313725469,0.19163333333332488,2.551110042378168,-1.2811036146498893,0,latent_B
train,78,221,45,45,1.0562222222223454,10.806666666666388,21.485777777777685,0.0,-1.9457777777779484,0.16599999999925785,6.266888888889298,0.0,0.6402222222222349,-1.8255555555556384,0.15911111111199716,-0.6766666666662786,0.07996666666666563,2.7999999999999545,-0.3986666666666636,-0.18736222222221954,-2.9274372516790432,1.4828532059649644,1,latent_A
train,79,166,34,34,1.0364705882353746,9.890882352941162,20.788235294117385,0.00029411764705855603,-2.061764705882524,0.1882352941179306,-10.864705882353519,0.0,0.5985294117647015,-1.7020588235294554,0.1773529411761956,-13.866764705880996,0.0837029411764707,2.3529411764705515,-0.4194117647058846,-0.22271176470588117,-3.4422653476650336,0.8246273505988067,1,latent_A
train,81,347,70,70,0.8339999999998327,12.800999999999476,17.82571428571464,-0.0008571428571428896,9.26685714285702,0.3404285714282196,43.80885714285614,0.009857142857143009,0.6641428571428492,8.91071428571422,0.3494285714295984,35.408857142856505,-0.10022857142857333,3.6285714285714334,0.3557142857142779,0.23887714285714168,3.187456524950765,0.37488530370666845,0,latent_B
train,82,285,57,57,0.8029824561405121,10.834035087719485,15.191403508772282,-0.00999999999999801,7.759999999999991,0.302631578947512,39.99210526315801,0.010526315789473939,0.5582456140350942,7.494385964912226,0.2828070175442008,30.801578947369308,-0.09124035087719307,3.1578947368420813,0.2714035087719253,0.19835438596490818,2.2729720660380566,-1.4974983293196273,0,latent_B
train,84,226,46,46,0.8621739130434207,12.415869565217463,18.62434782608716,-0.0015217391304354067,9.101521739130249,0.34282608695639283,44.85000000000218,0.010217391304348622,0.6569565217391258,8.72673913043468,0.3389130434788967,35.35847826086774,-0.10001304347826157,3.195652173913061,0.3641304347826022,0.22036521739130066,2.876421392007191,0.22315158983702413,0,latent_B
train,86,341,69,69,1.0573913043479024,13.237391304347739,20.168405797101514,0.0010144927536224202,-1.8576811594200535,0.0972463768111993,58.41144927536334,0.0,0.6085507246376878,-1.556956521739039,0.10333333333346673,45.61739130434307,0.0844362318840588,3.3333333333333144,-0.39043478260870046,-0.2406724637681137,-1.998531881336655,1.1081983794313335,1,latent_A
train,89,207,42,42,0.8773809523809177,14.000238095238274,16.944285714285343,-0.0021428571428607768,10.068571428571431,0.508571428571031,49.31523809523787,0.008809523809524045,0.6383333333333354,9.642857142857224,0.524047619047451,38.74000000000069,-0.11673333333333424,3.357142857142833,0.451666666666668,0.25999285714285847,4.142234459470039,0.30751518440842485,0,latent_B
train,90,181,37,37,0.9097297297295199,11.140810810810763,19.170810810810963,0.0010810810810824023,-2.066216216216276,0.1562162162167624,11.050540540540169,0.0,0.6545945945945917,-1.7024324324327154,0.14891891891875275,4.93837837837782,0.0786702702702673,3.1351351351351013,-0.4105405405405378,-0.22468108108107643,-2.5482778067688336,0.8571034693575711,1,latent_A
train,91,156,32,32,1.267500000000041,10.662812499999973,21.925625000000082,0.0006249999999994316,-2.1846874999999955,0.19218749999936335,-4.5743749999983265,0.0,0.6975000000000051,-1.9831249999999727,0.1828125000001819,-10.938437499999054,0.09282500000000127,3.28125,-0.355937499999996,-0.22663437499999972,-3.0396320319181296,3.056332078810087,1,latent_A
train,94,392,79,79,0.7487341772155105,11.081645569620378,15.775569620253009,0.0015189873417718047,7.7079746835443075,0.29848101265724836,37.269113924050544,0.011139240506328862,0.5274683544303826,7.4130379746835615,0.3070886075947783,29.374810126580996,-0.08252531645569405,2.8987341772152035,0.3030379746835479,0.17600759493670637,2.1175385225298533,-1.7791057167610023,0,latent_B
train,96,491,99,99,0.7763636363634987,11.701919191918932,17.39010101010126,-0.015858585858591567,8.058484848485023,0.298888888888996,41.41070707070867,0.009898989898990074,0.623030303030319,7.71272727272742,0.303636363635178,32.13020202020107,-0.09016666666666495,3.171717171717148,0.33777777777777374,0.177225252525254,2.489328535602137,-0.660584039313956,0,latent_B
train,97,275,55,55,0.8856363636365359,12.479818181818018,17.483818181818833,0.0012727272727275363,9.186181818181922,0.33381818181851486,44.318363636364666,0.010363636363636575,0.6278181818181992,8.654181818181883,0.33818181818196535,34.95654545454727,-0.0980290909090904,3.581818181818221,0.3392727272727285,0.2331472727272761,2.9942352175464126,0.18119449318082545,0,latent_B
train,98,307,62,62,0.8070967741933828,12.39467741935482,18.115161290322703,-0.004193548387100066,8.598709677419379,0.31967741935477534,42.53677419354608,0.010161290322581396,0.6477419354838787,8.273548387096753,0.3208064516129525,33.36209677419265,-0.09492419354838688,3.3709677419354875,0.34435483870966976,0.2199596774193573,2.8100521488908274,0.004953574870385041,0,latent_B
train,100,152,31,31,0.6961290322581135,8.89580645161277,15.66935483870975,0.0,-1.6264516129033382,0.10548387096696388,12.198387096772422,0.0,0.5167741935483932,-1.251935483870966,0.1000000000003638,7.699677419353975,0.05959354838709885,2.3870967741935942,-0.3199999999999932,-0.18421612903225792,-2.8357576316973896,-2.2973172375909923,1,latent_A
val_tune,2,253,51,51,0.7286274509804116,13.364705882352837,18.5001960784316,0.0021568627450960776,9.39862745098037,0.32999999999992724,44.96431372549159,0.009411764705882675,0.7001960784313752,8.850196078431395,0.3374509803920773,35.26941176470518,-0.09450392156862897,3.274509803921603,0.35235294117646987,0.23432941176469768,3.097164063934174,0.23661595529746696,0,latent_B
val_tune,3,222,45,45,1.132888888888715,11.95222222222219,22.662666666666382,0.0008888888888876068,-2.099777777777831,0.13888888888914153,25.709555555557017,0.0,0.6357777777777756,-1.6615555555555375,0.13844444444430337,15.907555555559156,0.08601111111110882,3.444444444444457,-0.3942222222222327,-0.2437333333333349,-2.579726546010512,2.308515255151171,1,latent_A
val_tune,22,192,39,39,1.0494871794870733,11.292820512820299,21.499487179487005,0.0020512820512799124,-2.0861538461538203,0.15589743589771388,14.404102564105415,0.0,0.6199999999999974,-1.8556410256409208,0.1664102564100176,4.272307692310278,0.0868871794871815,3.0256410256410504,-0.38666666666667737,-0.21206666666666507,-2.7771319822092293,1.5066547802710912,1,latent_A
val_tune,24,494,99,99,0.6451515151517242,14.638484848484495,14.176262626262542,-0.013939393939388367,10.63363636363647,0.731212121212593,55.41949494949404,0.00787878787878804,0.49808080808080746,10.10363636363627,0.7262626262631784,44.596262626261705,-0.13758484848484898,3.9696969696969973,0.48797979797978996,0.27886161616161687,5.781444965338112,-1.1996469309658397,0,latent_B
val_tune,30,218,44,44,0.8684090909091537,11.353409090909281,19.431818181818244,0.00022727272727252057,-1.4963636363636397,0.06409090909073711,100.64136363636317,0.0,0.5015909090909147,-1.169772727272857,0.05522727272727934,84.62909090909216,0.08285681818181523,3.090909090909122,-0.341136363636366,-0.2113863636363682,-1.6623109917000092,-1.2968071668630359,1,latent_A
val_tune,33,231,47,47,0.9219148936169859,14.324893617021871,20.044255319149215,0.0021276595744659232,9.635319148936219,0.35191489361704953,45.55808510638417,0.010638297872341163,0.6919148936170032,9.218936170212828,0.35106382978710826,36.15425531914934,-0.09034893617021211,3.5319148936170564,0.3961702127659592,0.24881914893617818,3.322998512895286,1.4262087282551443,0,latent_B
val_tune,38,201,41,41,0.8792682926828093,13.010243902438788,19.45146341463419,0.003414634146338358,8.752439024390242,0.32609756097554055,42.22048780487785,0.011219512195122183,0.6017073170731635,8.345853658536498,0.332926829268672,33.27048780487803,-0.09498536585365969,3.414634146341484,0.3773170731707367,0.19749756097561288,2.8022484913998196,0.3938478830970798,0,latent_B
val_tune,42,193,39,39,0.7135897435898642,15.065384615385028,16.20410256410264,0.0038461538461547207,11.093846153846243,0.6802564102572433,55.24512820512609,0.007692307692308553,0.553589743589761,10.639487179487105,0.6838461538454794,43.993333333332885,-0.12984358974359012,3.846153846153811,0.519743589743598,0.30490512820512805,5.4799350586155935,-0.2515848765578104,0,latent_B
