family,candidate_id,reference_type,cutoff,engine_id,n_rows,total_crossings,crossing_fraction,healthy_crossings,healthy_crossing_rate,middle_crossings,near_failure_crossings,first_raw_crossing_cycle,first_raw_crossing_rul,first_raw_crossing_region,raw_crossing_lead_cycles,has_any_crossing,has_healthy_crossing
lof,lof_k50,engine_balanced,0.99,27,156,59,0.3782051282051282,0,0.0,28,31,52.0,104.0,middle,104.0,True,False
lof,lof_k50,engine_balanced,0.99,31,234,38,0.1623931623931624,1,0.009259259259259259,6,31,75.0,159.0,healthy,159.0,True,True
lof,lof_k50,engine_balanced,0.99,34,195,71,0.3641025641025641,0,0.0,40,31,93.0,102.0,middle,102.0,True,False
lof,lof_k50,engine_balanced,0.99,40,188,74,0.39361702127659576,0,0.0,43,31,86.0,102.0,middle,102.0,True,False
lof,lof_k50,engine_balanced,0.99,41,216,77,0.35648148148148145,0,0.0,46,31,120.0,96.0,middle,96.0,True,False
lof,lof_k50,engine_balanced,0.99,45,158,48,0.3037974683544304,0,0.0,17,31,97.0,61.0,middle,61.0,True,False
lof,lof_k50,engine_balanced,0.99,46,256,40,0.15625,2,0.015384615384615385,8,30,64.0,192.0,healthy,192.0,True,True
lof,lof_k50,engine_balanced,0.99,54,257,85,0.33073929961089493,0,0.0,54,31,160.0,97.0,middle,97.0,True,False
lof,lof_k50,engine_balanced,0.99,74,166,26,0.1566265060240964,0,0.0,1,25,128.0,38.0,middle,38.0,True,False
lof,lof_k50,engine_balanced,0.99,77,154,39,0.2532467532467532,1,0.03571428571428571,8,30,23.0,131.0,healthy,131.0,True,True
lof,lof_k50,engine_balanced,0.99,78,231,45,0.19480519480519481,1,0.009523809523809525,13,31,80.0,151.0,healthy,151.0,True,True
lof,lof_k50,engine_balanced,0.99,81,240,55,0.22916666666666666,1,0.008771929824561403,23,31,83.0,157.0,healthy,157.0,True,True
lof,lof_k50,engine_balanced,0.99,89,217,37,0.17050691244239632,1,0.01098901098901099,6,30,17.0,200.0,healthy,200.0,True,True
lof,lof_k50,engine_balanced,0.99,91,135,52,0.3851851851851852,0,0.0,21,31,42.0,93.0,middle,93.0,True,False
ocsvm,ocsvm_nu0p05_gamma_0p01,engine_balanced,0.9,1,192,50,0.2604166666666667,0,0.0,19,31,132.0,60.0,middle,60.0,True,False
ocsvm,ocsvm_nu0p05_gamma_0p01,engine_balanced,0.9,5,269,137,0.5092936802973977,30,0.2097902097902098,76,31,4.0,265.0,healthy,265.0,True,True
ocsvm,ocsvm_nu0p05_gamma_0p01,engine_balanced,0.9,10,222,72,0.32432432432432434,12,0.125,29,31,13.0,209.0,healthy,209.0,True,True
ocsvm,ocsvm_nu0p05_gamma_0p01,engine_balanced,0.9,11,240,77,0.32083333333333336,7,0.06140350877192982,39,31,2.0,238.0,healthy,238.0,True,True
ocsvm,ocsvm_nu0p05_gamma_0p01,engine_balanced,0.9,13,163,66,0.4049079754601227,0,0.0,35,31,49.0,114.0,middle,114.0,True,False
ocsvm,ocsvm_nu0p05_gamma_0p01,engine_balanced,0.9,16,209,142,0.6794258373205742,26,0.3132530120481928,85,31,4.0,205.0,healthy,205.0,True,True
ocsvm,ocsvm_nu0p05_gamma_0p01,engine_balanced,0.9,27,156,69,0.4423076923076923,0,0.0,38,31,52.0,104.0,middle,104.0,True,False
ocsvm,ocsvm_nu0p05_gamma_0p01,engine_balanced,0.9,31,234,58,0.24786324786324787,8,0.07407407407407407,19,31,4.0,230.0,healthy,230.0,True,True
ocsvm,ocsvm_nu0p05_gamma_0p01,engine_balanced,0.9,34,195,84,0.4307692307692308,0,0.0,53,31,93.0,102.0,middle,102.0,True,False
ocsvm,ocsvm_nu0p05_gamma_0p01,engine_balanced,0.9,40,188,124,0.6595744680851063,13,0.20967741935483872,80,31,9.0,179.0,healthy,179.0,True,True
ocsvm,ocsvm_nu0p05_gamma_0p01,engine_balanced,0.9,41,216,84,0.3888888888888889,3,0.03333333333333333,50,31,16.0,200.0,healthy,200.0,True,True
ocsvm,ocsvm_nu0p05_gamma_0p01,engine_balanced,0.9,45,158,76,0.4810126582278481,13,0.40625,32,31,3.0,155.0,healthy,155.0,True,True
ocsvm,ocsvm_nu0p05_gamma_0p01,engine_balanced,0.9,46,256,64,0.25,7,0.05384615384615385,26,31,1.0,255.0,healthy,255.0,True,True
ocsvm,ocsvm_nu0p05_gamma_0p01,engine_balanced,0.9,54,257,97,0.377431906614786,9,0.06870229007633588,57,31,5.0,252.0,healthy,252.0,True,True
ocsvm,ocsvm_nu0p05_gamma_0p01,engine_balanced,0.9,74,166,40,0.24096385542168675,1,0.025,8,31,26.0,140.0,healthy,140.0,True,True
ocsvm,ocsvm_nu0p05_gamma_0p01,engine_balanced,0.9,77,154,68,0.44155844155844154,1,0.03571428571428571,36,31,23.0,131.0,healthy,131.0,True,True
ocsvm,ocsvm_nu0p05_gamma_0p01,engine_balanced,0.9,78,231,77,0.3333333333333333,24,0.22857142857142856,22,31,1.0,230.0,healthy,230.0,True,True
ocsvm,ocsvm_nu0p05_gamma_0p01,engine_balanced,0.9,81,240,92,0.38333333333333336,1,0.008771929824561403,60,31,84.0,156.0,healthy,156.0,True,True
ocsvm,ocsvm_nu0p05_gamma_0p01,engine_balanced,0.9,89,217,53,0.24423963133640553,3,0.03296703296703297,19,31,1.0,216.0,healthy,216.0,True,True
ocsvm,ocsvm_nu0p05_gamma_0p01,engine_balanced,0.9,91,135,102,0.7555555555555555,3,0.3333333333333333,68,31,6.0,129.0,healthy,129.0,True,True
ocsvm,ocsvm_nu0p05_gamma_0p01,engine_balanced,0.95,1,192,48,0.25,0,0.0,17,31,132.0,60.0,middle,60.0,True,False
ocsvm,ocsvm_nu0p05_gamma_0p01,engine_balanced,0.95,5,269,119,0.4423791821561338,17,0.11888111888111888,71,31,7.0,262.0,healthy,262.0,True,True
ocsvm,ocsvm_nu0p05_gamma_0p01,engine_balanced,0.95,10,222,63,0.28378378378378377,6,0.0625,26,31,13.0,209.0,healthy,209.0,True,True
ocsvm,ocsvm_nu0p05_gamma_0p01,engine_balanced,0.95,11,240,68,0.2833333333333333,4,0.03508771929824561,33,31,2.0,238.0,healthy,238.0,True,True
ocsvm,ocsvm_nu0p05_gamma_0p01,engine_balanced,0.95,13,163,65,0.3987730061349693,0,0.0,34,31,92.0,71.0,middle,71.0,True,False
