family,candidate_id,reference_type,cutoff,engine_id,segment_id,start_cycle,end_cycle,run_length,start_rul,end_rul,start_region,end_region,start_lead_cycles,end_lead_cycles,maximum_score_in_run,mean_score_in_run
iforest,iforest_n200_ms_0p5,pooled,0.9,34,0,100,102,3,95.0,93.0,middle,middle,95,93,0.946153846153846,0.9419413919413918
iforest,iforest_n200_ms_0p5,pooled,0.9,34,0,106,106,1,89.0,89.0,middle,middle,89,89,0.9472527472527472,0.9472527472527472
iforest,iforest_n200_ms_0p5,pooled,0.9,34,0,111,111,1,84.0,84.0,middle,middle,84,84,0.9423076923076924,0.9423076923076924
iforest,iforest_n200_ms_0p5,pooled,0.9,34,0,113,113,1,82.0,82.0,middle,middle,82,82,0.9412087912087912,0.9412087912087912
iforest,iforest_n200_ms_0p5,pooled,0.9,34,0,116,116,1,79.0,79.0,middle,middle,79,79,0.9587912087912088,0.9587912087912088
iforest,iforest_n200_ms_0p5,pooled,0.9,34,0,120,195,76,75.0,0.0,middle,near_failure,75,0,1.0,0.9958718912666281
iforest,iforest_n200_ms_0p5,pooled,0.9,40,0,9,9,1,179.0,179.0,healthy,healthy,179,179,0.9137362637362636,0.9137362637362636
iforest,iforest_n200_ms_0p5,pooled,0.9,40,0,22,23,2,166.0,165.0,healthy,healthy,166,165,0.9494505494505494,0.9395604395604396
iforest,iforest_n200_ms_0p5,pooled,0.9,40,0,26,26,1,162.0,162.0,healthy,healthy,162,162,0.971978021978022,0.971978021978022
iforest,iforest_n200_ms_0p5,pooled,0.9,40,0,34,34,1,154.0,154.0,healthy,healthy,154,154,0.9230769230769232,0.9230769230769232
iforest,iforest_n200_ms_0p5,pooled,0.9,40,0,36,36,1,152.0,152.0,healthy,healthy,152,152,0.9725274725274724,0.9725274725274724
iforest,iforest_n200_ms_0p5,pooled,0.9,40,0,39,40,2,149.0,148.0,healthy,healthy,149,148,0.9829670329670328,0.9700549450549449
iforest,iforest_n200_ms_0p5,pooled,0.9,40,0,46,46,1,142.0,142.0,healthy,healthy,142,142,0.9346153846153846,0.9346153846153846
iforest,iforest_n200_ms_0p5,pooled,0.9,40,0,48,48,1,140.0,140.0,healthy,healthy,140,140,0.965934065934066,0.965934065934066
iforest,iforest_n200_ms_0p5,pooled,0.9,40,0,52,52,1,136.0,136.0,healthy,healthy,136,136,0.9351648351648352,0.9351648351648352
iforest,iforest_n200_ms_0p5,pooled,0.9,40,0,55,55,1,133.0,133.0,healthy,healthy,133,133,0.9428571428571428,0.9428571428571428
iforest,iforest_n200_ms_0p5,pooled,0.9,40,0,62,62,1,126.0,126.0,healthy,healthy,126,126,0.9423076923076924,0.9423076923076924
iforest,iforest_n200_ms_0p5,pooled,0.9,40,0,65,65,1,123.0,123.0,middle,middle,123,123,0.9225274725274726,0.9225274725274726
iforest,iforest_n200_ms_0p5,pooled,0.9,40,0,68,69,2,120.0,119.0,middle,middle,120,119,0.9791208791208792,0.976923076923077
iforest,iforest_n200_ms_0p5,pooled,0.9,40,0,71,71,1,117.0,117.0,middle,middle,117,117,0.9335164835164836,0.9335164835164836
iforest,iforest_n200_ms_0p5,pooled,0.9,40,0,73,74,2,115.0,114.0,middle,middle,115,114,0.945054945054945,0.9340659340659341
iforest,iforest_n200_ms_0p5,pooled,0.9,40,0,76,77,2,112.0,111.0,middle,middle,112,111,0.9846153846153848,0.9760989010989012
iforest,iforest_n200_ms_0p5,pooled,0.9,40,0,81,93,13,107.0,95.0,middle,middle,107,95,0.9983516483516484,0.9638207945900252
iforest,iforest_n200_ms_0p5,pooled,0.9,40,0,95,96,2,93.0,92.0,middle,middle,93,92,0.9994505494505496,0.9541208791208792
iforest,iforest_n200_ms_0p5,pooled,0.9,40,0,98,188,91,90.0,0.0,middle,near_failure,90,0,1.0,0.9951515517449583
iforest,iforest_n200_ms_0p5,pooled,0.9,41,0,11,11,1,205.0,205.0,healthy,healthy,205,205,0.9076923076923076,0.9076923076923076
iforest,iforest_n200_ms_0p5,pooled,0.9,41,0,16,17,2,200.0,199.0,healthy,healthy,200,199,0.9912087912087912,0.976923076923077
iforest,iforest_n200_ms_0p5,pooled,0.9,41,0,21,21,1,195.0,195.0,healthy,healthy,195,195,0.9357142857142856,0.9357142857142856
iforest,iforest_n200_ms_0p5,pooled,0.9,41,0,35,35,1,181.0,181.0,healthy,healthy,181,181,0.9928571428571428,0.9928571428571428
iforest,iforest_n200_ms_0p5,pooled,0.9,41,0,40,40,1,176.0,176.0,healthy,healthy,176,176,0.9945054945054944,0.9945054945054944
iforest,iforest_n200_ms_0p5,pooled,0.9,41,0,84,84,1,132.0,132.0,healthy,healthy,132,132,0.9571428571428572,0.9571428571428572
iforest,iforest_n200_ms_0p5,pooled,0.9,41,0,87,87,1,129.0,129.0,healthy,healthy,129,129,0.9675824175824176,0.9675824175824176
iforest,iforest_n200_ms_0p5,pooled,0.9,41,0,93,93,1,123.0,123.0,middle,middle,123,123,0.9241758241758242,0.9241758241758242
iforest,iforest_n200_ms_0p5,pooled,0.9,41,0,100,100,1,116.0,116.0,middle,middle,116,116,0.904945054945055,0.904945054945055
iforest,iforest_n200_ms_0p5,pooled,0.9,41,0,103,103,1,113.0,113.0,middle,middle,113,113,0.9087912087912088,0.9087912087912088
